	token	coref	ner
217	.	O	O
218	Onderzocht	O	O
219	dient	O	O
220	te	O	O
221	worden	O	O
222	of	O	O
223	de	(49	O
224	grenswaarden	O	O
225	op	O	O
226	de	(50	O
227	gevels	O	O
228	van	O	O
229	het	(31	O
230	te	O	O
231	verbouwen	O	O
232	pand	31)|50)|49)	O
233	niet	O	O
234	worden	O	O
235	overschreden	O	O
236	in	O	O
237	geval	O	O
238	dat	O	O
239	in	O	O
240	de	(51	O
241	huidige	O	O
242	situatie	51)	O
243	aan	O	O
244	de	(52	O
245	grenswaarden	52)	O
246	wordt	O	O
247	voldaan	O	O
248	.	O	O
249	In	O	O
250	dat	(53	O
251	geval	53)	O
252	zou	O	O
253	de	(43	O
254	inrichting	43)	O
255	worden	O	O
256	beperkt	O	O
257	in	O	O
258	zijn	(54)|(55	O
259	bedrijfsvoering	O	O
260	na	O	O
261	de	(56	O
262	verbouw	O	O
263	van	O	O
264	het	(31	O
265	pand	31)|56)|55)	O
266	.	O	O
267	Maatgevende	(57	O
268	woning	57)	O
269	In	O	O
270	de	(58	O
271	huidige	O	O
272	toestand	58)	O
273	dient	O	O
274	de	(43	O
275	inrichting	43)	O
276	aan	O	O
277	de	(52	O
278	grenswaarden	O	O
279	uit	O	O
280	het	(45	O
281	Activiteitenbesluit	45)|52)	O
282	te	O	O
283	voldoen	O	O
284	.	O	O
285	Indien	O	O
286	op	O	O
287	de	(59	O
288	maatgevende	O	O
289	woning	59)	O
290	aan	O	O
291	de	(52	O
292	grenswaarden	52)	O
293	wordt	O	O
294	voldaan	O	O
295	wordt	O	O
296	ook	O	O
297	op	O	O
298	de	(48	O
299	andere	O	O
300	woningen	48)	O
301	aan	O	O
302	de	(52	O
303	grenswaarden	52)	O
304	voldaan	O	O
305	.	O	O
306	In	O	O
307	dit	(60	O
308	geval	60)	O
309	ligt	O	O
310	de	(59	O
311	maatgevende	O	O
312	woning	59)	O
313	op	O	O
314	13	(61	O
315	meter	61)	O
316	uit	O	O
317	de	(62	O
318	grens	O	O
319	van	O	O
320	de	(63	O
321	inrichting	63)|62)	O
322	(	O	O
323	zie	O	O
324	tekening	(64	O
325	1	64)|(65)	O
326	)	O	O
327	op	O	O
328	de	(67|(66	O
329	hoek	O	O
330	van	O	O
331	de	(68	O
332	Groenloseweg	68)|66)	O
333	en	O	O
334	de	(69	O
335	Haitsma	O	O
336	Mulierweg	69)|67)	O
337	.	O	O
338	energiebesparing	O	O
339	duurzame	O	O
340	ëederg	O	O
341	i	O	O
342	ë	O	O
343	onderwerp	O	O
344	geluidbelasting	O	O
345	tgv	O	O
346	“	O	O
347	De	O	O
348	Harmonie	O	O
349	”	O	O
350	opdrachtnummer	O	O
351	09-127	O	O
352	bestand	O	O
353	09-127b1	(70)	O
354	.	O	O
355	doc	O	O
356	bladzijde	(72|(71	O
357	pagina	(73	O
358	2	(74)	O
359	van	O	O
360	2	73)|71)|(75)	O
361	De	(76	O
362	maatgevende	O	O
363	woning	76)|72)	O
364	ligt	O	O
365	daarmee	O	O
366	dichter	O	O
367	bij	O	O
368	de	(77	O
369	grens	O	O
370	van	O	O
371	de	(78	O
372	inrichting	78)	O
373	dan	O	O
374	het	(31	O
375	te	O	O
376	verbouwen	O	O
377	pand	31)|77)	O
378	.	O	O
379	Daarbij	O	O
380	ligt	O	O
381	maatgevende	(57	O
382	woning	57)	O
383	ook	O	O
384	nog	O	O
385	eens	O	O
386	aanzienlijk	O	O
387	dichter	O	O
388	bij	O	O
389	de	(79	O
390	feestzaal	O	O
391	van	O	O
392	“	(80	O
393	De	(81	O
394	Harmonie	81)|80)|79)	O
395	”	O	O
396	,	O	O
397	namelijk	O	O
398	op	O	O
399	13	(84|(83|(82	O
400	meter	82)	O
401	ipv	83)|(85)	O
402	op	O	O
403	23	(86	O
404	meter	86)|84)	O
405	.	O	O
406	Aangenomen	O	O
407	mag	O	O
408	worden	O	O
409	dat	O	O
410	als	O	O
411	de	(87	O
412	geluidbelasting	O	O
413	op	O	O
414	maatgevende	(57	O
415	woning	57)|87)	O
416	aan	O	O
417	de	(88	O
418	grenswaarden	88)	O
419	voldoet	O	O
420	dat	O	O
421	ook	O	O
422	op	O	O
423	de	(89	O
424	gevels	O	O
425	van	O	O
426	het	(31	O
427	te	O	O
428	verbouwen	O	O
429	pand	31)|89)	O
430	aan	O	O
431	de	(90	O
432	eisen	90)	O
433	wordt	O	O
434	voldaan	O	O
435	.	O	O
436	Conclusie	(91)	O
437	De	(93|(92	O
438	maatgevende	O	O
439	woning	O	O
440	op	O	O
441	de	(94	O
442	hoek	O	O
443	van	O	O
444	de	(68	O
445	Groenloseweg	68)|94)|92)	O
446	en	O	O
447	de	(69	O
448	Haitsma	O	O
449	Mulierweg	69)|93)	O
450	ligt	O	O
451	dichter	O	O
452	bij	O	O
453	de	(95	O
454	inrichting	O	O
455	dan	O	O
456	het	(22	O
457	te	O	O
458	verbouwen	O	O
459	pand	O	O
460	aan	O	O
461	de	(96	O
462	Groenloseweg	O	O
463	63	96)|22)|95)	O
464	en	O	O
465	aanzienlijk	O	O
466	dichter	O	O
467	bij	O	O
468	de	(97	O
469	feestzaal	O	O
470	van	O	O
471	de	(43	O
472	inrichting	43)|97)	O
473	.	O	O
474	De	(98	O
475	geluidbelasting	O	O
476	op	O	O
477	de	(59	O
478	deze	O	O
479	woning	59)|98)	O
480	is	O	O
481	maatgevend	O	O
482	voor	O	O
483	de	(99	O
484	geluidbelasting	O	O
485	op	O	O
486	de	(100	O
487	op	O	O
488	het	(101	O
489	te	O	O
490	verbouwen	O	O
491	pand	101)|100)|99)	O
492	.	O	O
493	Indien	O	O
494	op	O	O
495	de	(59	O
496	maatgevende	O	O
497	woning	59)	O
498	aan	O	O
499	de	(102	O
500	grenswaarden	O	O
501	uit	O	O
502	het	(103	O
503	bouwbesluit	103)|102)	O
504	wordt	O	O
505	voldaan	O	O
506	dan	O	O
507	wordt	O	O
508	op	O	O
509	het	(104	O
510	te	O	O
511	verbouwen	O	O
512	pand	104)	O
513	eveneens	O	O
514	aan	O	O
515	de	(105	O
516	grenswaarden	105)	O
517	voldaan	O	O
518	.	O	O
519	De	(43	O
520	inrichting	43)	O
521	wordt	O	O
522	derhalve	O	O
523	niet	O	O
524	in	O	O
525	zijn	(106)|(107	O
526	bedrijfsvoering	107)	O
527	beperkt	O	O
528	.	O	O
529	In	O	O
530	het	O	O
531	vertrouwen	O	O
532	u	(108)	O
533	hiermee	O	O
534	van	O	O
535	dienst	O	O
536	te	O	O
537	zijn	O	O
538	geweest	O	O
539	,	O	O
540	Met	O	O
541	vriendelijke	(110|(109	O
542	groet	109)	O
543	,	O	O
544	Ad	(111	B-PER
545	Postma	111)|110)	E-PER
