	token	coref	ner
456	.	O	O
457	.	O	O
458	.	O	O
459	.	O	O
460	.	O	O
461	.	O	O
462	.	O	O
463	.	O	O
464	.	O	O
465	.	O	O
466	.	O	O
467	.	O	O
468	.	O	O
469	.	O	O
470	.	O	O
471	.	O	O
472	.	O	O
473	.	O	O
474	.	O	O
475	.	O	O
476	.	O	O
477	.	O	O
478	.	O	O
479	.	O	O
480	.	O	O
481	.	O	O
482	.	O	O
483	.	O	O
484	.	O	O
485	.	O	O
486	.	O	O
487	.	O	O
488	.	O	O
489	.	O	O
490	.	O	O
491	.	O	O
492	.	O	O
493	.	O	O
494	.	O	O
495	.....	O	O
496	-	O	O
497	1	O	O
498	-	O	O
499	4.	O	O
500	Raadsvoorstel	O	O
501	deelname	O	O
502	experiment	O	O
503	centrale	O	O
504	stemopneming	O	O
505	.	O	O
506	.	O	O
507	.	O	O
508	.	O	O
509	.	O	O
510	.	O	O
511	.	O	O
512	.	O	O
513	.	O	O
514	.	O	O
515	.	O	O
516	.	O	O
517	.	O	O
518	.	O	O
519	.	O	O
520	.	O	O
521	.	O	O
522	.	O	O
523	.	O	O
524	.	O	O
525	.	O	O
526	.	O	O
527	.	O	O
528	.	O	O
529	.	O	O
530	.	O	O
531	.	O	O
532	.	O	O
533	.	O	O
534	.	O	O
535	.	O	O
536	.	O	O
537	.	O	O
538	.	O	O
539	.	O	O
540	.	O	O
541	.	O	O
542	.	O	O
543	.	O	O
544	.	O	O
545	.	O	O
546	.	O	O
547	.	O	O
548	.	O	O
549	.	O	O
550	.	O	O
551	.	O	O
552	.	O	O
553	.	O	O
554	.	O	O
555	.	O	O
556	.	O	O
557	.	O	O
558	.	O	O
559	.	O	O
560	.	O	O
561	.	O	O
562	.	O	O
563	.	O	O
564	.	O	O
565	.	O	O
566	.......	O	O
567	-	O	O
568	1	O	O
569	-	O	O
570	4.1 Beantwoording	O	O
571	schriftelijke	O	O
572	vragen	O	O
573	2021	O	O
574	nummer	O	O
575	169	(37)	O
576	,	O	O
577	evaluatie	(38	O
578	verkiezingen	O	O
579	2021	38)|(36)	O
580	.	O	O
581	.	O	O
582	.	O	O
583	.	O	O
584	.	O	O
585	.	O	O
586	.	O	O
587	.	O	O
588	.	O	O
589	.	O	O
590	.	O	O
591	.	O	O
592	.	O	O
593	.	O	O
594	.	O	O
595	.	O	O
596	.	O	O
597	.	O	O
598	.	O	O
599	.	O	O
600	.	O	O
601	.	O	O
602	.	O	O
603	.	O	O
604	.	O	O
605	.	O	O
606	.	O	O
607	......	O	O
608	-	O	O
609	2	O	O
610	-	O	O
611	20	O	O
612	Ochtendvergadering	O	O
613	30	(39	O
614	september	O	O
615	2021	39)	O
616	1	O	O
617	.	O	O
618	Opening	(40)|(41	O
619	en	O	O
620	mededelingen	41)|(42)	O
621	De	(44|(43	O
622	voorzitter	43)	O
623	,	O	O
624	de	(43	O
625	heer	O	O
626	De	O	B-PER
627	Pagter	43)|44)	E-PER
628	,	O	O
629	opent	O	O
630	de	(45	O
631	vergadering	45)	O
632	om	O	O
633	10.00	(46	O
634	uur	46)	O
635	en	O	O
636	heet	O	O
637	iedereen	(47)	O
638	welkom	O	O
639	.	O	O
640	Mededelingen	(48)	O
641	De	(43	O
642	voorzitter	43)	O
643	deelt	O	O
644	mee	O	O
645	voor	O	O
646	de	(49	O
647	laatste	O	O
648	keer	49)	O
649	de	(43	O
650	voorzitter	43)	O
651	te	O	O
652	zijn	O	O
653	van	O	O
654	deze	(50	O
655	commis-	O	O
656	sie	50)	O
657	aangezien	O	O
658	er	O	O
659	andere	(51	O
660	commissies	51)	O
661	op	O	O
662	komst	O	O
663	zijn	O	O
664	.	O	O
665	In	O	O
666	zijn	(43)|(52	O
667	andere	O	O
668	rol	52)	O
669	zal	O	O
670	hij	(43)	O
671	geen	(53	O
672	commissievoorzitter	53)	O
673	meer	O	O
674	zijn	O	O
675	in	O	O
676	de	(54	O
677	komende	O	O
678	maanden	54)	O
679	.	O	O
680	30	(55	O
681	2	55)	O
682	.	O	O
683	Vaststellen	(58|(57|(56	O
684	agenda	56)	O
685	en	O	O
686	inventarisatie	57)|(59)	O
687	te	O	O
688	bespreken	O	O
689	agendapunten	(60	O
690	Conform	60)	O
691	vastgesteld	58)	O
692	.	O	O
693	3.	O	O
694	Raadsvoorstel	O	O
695	tweede	(61	O
696	begrotingswijziging	O	O
697	2021	61)|(62)	O
698	Beleidsveld	O	O
699	:	O	O
700	Financiën	(63)	O
701	-	O	O
702	wethouder	(64	O
703	Klein	64)	S-PER
704	Na	O	O
705	het	(65	O
706	vaststellen	O	O
707	van	O	O
708	de	(66	O
709	Programmabegroting	66)|65)	O
710	kent	O	O
711	het	(67	O
712	jaar	67)	O
713	drie	(68	O
714	rondes	O	O
715	van	O	O
716	technische	(69	O
717	aanpassingen	69)|68)	O
718	.	O	O
719	Dit	(70)	O
720	betreft	O	O
721	de	(71	O
722	tweede	O	O
723	technische	O	O
724	wijzing	O	O
725	van	O	O
726	de	(72	O
727	Programmabegroting	O	O
728	2021	72)|71)	O
729	.	O	O
730	De	(43	O
731	voorzitter	43)	O
732	voert	O	O
733	met	O	O
734	instemming	(73	O
735	van	O	O
736	de	(74	O
737	commissie	74)|73)	O
738	dit	(75	O
739	agendapunt	O	O
740	van	O	O
741	de	(76	O
742	40	O	O
743	agenda	76)|75)	O
744	af	O	O
745	.	O	O
746	Dit	(75	O
747	punt	75)	O
748	gaat	O	O
749	zonder	O	O
750	discussie	(77)	O
751	door	O	O
752	met	O	O
753	de	(79|(78	O
754	A-status	78)	O
755	naar	O	O
756	de	(80	O
757	raad	80)|79)	O
758	.	O	O
759	4.	O	O
760	Raadsvoorstel	O	O
761	deelname	O	O
762	experiment	O	O
763	centrale	O	O
764	stemopneming	O	O
765	Portefeuillehouders	(81)	O
766	:	O	O
767	burgemeester	O	O
768	Dijksma	O	S-PER
769	Griffie	O	O
770	Gemeenteraad	O	O
771	Utrecht	O	O
772	Verslag	O	O
773	van	O	O
774	de	(82	O
775	openbare	O	O
776	fysieke	O	O
777	vergadering	O	O
778	van	O	O
779	de	(83	O
780	Commissie	O	O
781	Mens	O	O
782	&	O	O
783	Samenleving	83)|82)	O
784	op	O	O
785	30	(84	O
786	september	O	O
787	2021	84)	O
788	Pagina	O	O
789	2	(85)	O
790	van	O	O
791	12	(86)	O
792	4.1	O	O
793	Beantwoording	O	O
794	schriftelijke	O	O
795	vragen	O	O
796	2021	O	O
797	nummer	O	O
798	169	(87)	O
799	,	O	O
800	evaluatie	(88	O
801	verkiezingen	O	O
802	2021	88)|(89)	O
803	De	(43	O
804	voorzitter	43)	O
805	licht	O	O
806	de	(90	O
807	agendering	90)	O
808	toe	O	O
809	.	O	O
810	Het	(91	O
811	college	91)	O
812	heeft	O	O
813	een	(92	O
814	raadsvoorstel	O	O
815	naar	O	O
816	de	(80	O
817	raad	80)	O
818	gestuurd	O	O
819	waarin	O	O
820	wordt	O	O
821	voorgesteld	O	O
822	dat	O	O
823	Utrecht	(93)	O
824	meedoet	O	O
825	aan	O	O
826	het	(94	O
827	experiment	O	O
828	Centrale	O	O
829	Stemopneming	O	O
830	van	O	O
831	het	(96|(95	O
832	ministerie	O	O
833	van	O	O
834	Binnenlandse	(97	O
835	Zaken	97)|95)	O
836	en	O	O
837	Koninkrijks-	O	O
838	50	O	O
839	relaties	96)|94)|92)	O
840	.	O	O
841	Daarnaast	O	O
842	zijn	O	O
843	schriftelijke	O	O
844	vragen	O	O
845	gesteld	O	O
846	over	O	O
847	de	(99|(98	O
848	evaluatie	O	O
849	van	O	O
850	de	(100	O
851	verkiezingen	O	O
852	in	O	O
853	2021	100)|98)|(101)	O
854	de	(102	O
855	Tweede	O	O
856	Kamerverkiezingen	102)|99)	O
857	.	O	O
858	De	(103	O
859	beantwoording	O	O
860	van	O	O
861	het	(91	O
862	college	91)|103)	O
863	betrekt	O	O
864	hij	(104)	O
865	bij	O	O
866	dit	(105	O
867	agendapunt	105)	O
868	.	O	O
869	De	(106	O
870	commissie	O	O
871	De	O	O
872	heer	O	O
873	Bosch	O	S-PER
874	(	O	O
875	PVV	106)|(107)	O
876	)	O	O
877	gaat	O	O
878	in	O	O
879	op	O	O
880	het	(108	O
881	vervoer	O	O
882	van	O	O
883	de	(109	O
884	stembiljetten	109)|108)	O
885	,	O	O
886	op	O	O
887	het	(111|(110	O
888	opleidingsniveau	O	O
889	van	O	O
890	de	(112	O
891	vrijwilligers	O	O
892	op	O	O
893	de	(113	O
894	CSO	113)|112)|110)	O
895	en	O	O
896	het	(114	O
897	naleven	O	O
898	van	O	O
899	de	(115	O
900	Kieswet	115)	O
901	als	O	O
902	het	(116)	O
903	gaat	O	O
904	om	O	O
905	de	(117	O
906	inwoners	O	O
907	die	O	O
908	de	(118	O
909	tellingen	118)	O
910	willen	O	O
911	observeren	117)|114)|111)	O
912	.	O	O
913	In	O	O
914	het	(119	O
915	voorstel	119)	O
916	wordt	O	O
917	gerept	O	O
918	over	O	O
919	de	(120	O
920	belasting	O	O
921	voor	O	O
922	de	(121	O
923	stembureauleden	121)|120)	O
924	.	O	O
925	Sommige	(122	O
926	60	O	O
927	stembureau-leden	122)	O
928	hebben	O	O
929	uren	(123)	O
930	moeten	O	O
931	wachten	O	O
932	op	O	O
933	het	(125|(124	O
934	vervoer	O	O
935	van	O	O
936	de	(126	O
937	stembiljetten	126)|124)	O
938	naar	O	O
939	de	(113	O
940	CSO	113)|125)	O
941	toe	O	O
942	.	O	O
943	In	O	O
944	het	(127	O
945	antwoord	O	O
946	op	O	O
947	schriftelijke	(128	O
948	vragen	128)|127)	O
949	geeft	O	O
950	de	(129	O
951	burgemeester	129)	O
952	aan	O	O
953	te	O	O
954	bekijken	O	O
955	hoe	O	O
956	dit	(130)	O
957	beter	O	O
958	te	O	O
959	organiseren	O	O
960	is	O	O
961	.	O	O
962	Hij	(129)	O
963	ziet	O	O
964	daarvan	O	O
965	niets	(131)	O
966	terug	O	O
967	in	O	O
968	het	(132	O
969	raads-	O	O
970	voorstel	132)	O
971	.	O	O
972	Hij	(129)	O
973	krijgt	O	O
974	graag	O	O
975	de	(133	O
976	toezegging	O	O
977	dat	O	O
978	het	(134	O
979	stembureau	134)	O
980	niet	O	O
981	opnieuw	O	O
982	weer	O	O
983	uren	O	O
984	moet	O	O
985	wachten	O	O
986	bij	O	O
987	de	(135	O
988	komende	O	O
989	gemeenteraadsverkiezingen	135)|133)	O
990	.	O	O
991	Met	O	O
992	betrekking	O	O
993	tot	O	O
994	de	(136	O
995	inzet	O	O
996	van	O	O
997	de	(137	O
998	tellers	O	O
999	bij	O	O
1000	de	(113	O
1001	CSO	113)|137)|136)	O
1002	wordt	O	O
1003	een	(138	O
1004	training	138)	O
1005	niet	O	O
1006	nodig	O	O
1007	geacht	O	O
1008	een	(139	O
1009	korte	O	O
1010	instructie	139)	O
1011	zou	O	O
1012	voldoende	O	O
1013	zijn	O	O
1014	.	O	O
1015	Dat	(140)	O
1016	lijkt	O	O
1017	hem	(129)	O
1018	persoonlijk	O	O
1019	niet	O	O
1020	de	(141	O
1021	bedoeling	141)	O
1022	te	O	O
1023	zijn	O	O
1024	.	O	O
1025	Hoe	O	O
1026	kan	O	O
1027	iemand	(142)	O
1028	de	(115	O
1029	Kieswet	115)	O
1030	hanteren	O	O
1031	wanneer	O	O
1032	daarvan	O	O
1033	geen	(143	O
1034	kennis	143)	O
1035	is	O	O
1036	genomen	O	O
1037	?	O	O
1038	Om	O	O
1039	te	O	O
1040	beslissen	O	O
1041	over	O	O
1042	de	(144	O
1043	geldigheid	O	O
1044	van	O	O
1045	een	(145	O
1046	stembiljet	145)|144)	O
1047	,	O	O
1048	is	O	O
1049	er	O	O
1050	een	(146	O
1051	uitgebreide	O	O
1052	circulaire	O	O
1053	van	O	O
1054	de	(147	O
1055	kiesraad	147)|146)	O
1056	.	O	O
1057	Hij	(148)	O
1058	krijgt	O	O
1059	graag	O	O
1060	herziening	(149	O
1061	van	O	O
1062	dit	(150	O
1063	standpunt	150)|149)	O
1064	.	O	O
1065	70	(151)	O
1066	Het	(152)	O
1067	lijkt	O	O
1068	hem	(148)	O
1069	ook	O	O
1070	dat	O	O
1071	tellers	(153)	O
1072	de	(115	O
1073	Kieswet	115)	O
1074	moeten	O	O
1075	kennen	O	O
1076	om	O	O
1077	te	O	O
1078	kunnen	O	O
1079	tellen	O	O
1080	.	O	O
1081	Bovendien	O	O
1082	kunnen	O	O
1083	zij	(153)	O
1084	te	O	O
1085	maken	O	O
1086	krijgen	O	O
1087	met	O	O
1088	inwoners	(154	O
1089	die	O	O
1090	het	(155	O
1091	stemproces	155)	O
1092	volgen	O	O
1093	en	O	O
1094	gadeslaan	154)	O
1095	.	O	O
1096	Dat	(156)	O
1097	lijkt	O	O
1098	zijns	O	O
1099	inziens	O	O
1100	niet	O	O
1101	helemaal	O	O
1102	volgens	O	O
1103	de	(115	O
1104	kieswet	115)	O
1105	te	O	O
1106	gaan	O	O
1107	.	O	O
1108	De	(129	O
1109	burgemeester	129)	O
1110	schrijft	O	O
1111	dat	O	O
1112	de	(157	O
1113	telling	O	O
1114	op	O	O
1115	kandidaatniveau	157)|(158)	O
1116	de	(159	O
1117	definitieve	O	O
1118	telling	159)	O
1119	is	O	O
1120	,	O	O
1121	dus	O	O
1122	in	O	O
1123	de	(113	O
1124	CSO	113)	O
1125	.	O	O
1126	Dat	(160)	O
1127	vergt	O	O
1128	dan	O	O
1129	naleving	(161	O
1130	van	O	O
1131	artikel	161)|(162)	O
1132	N1	(163	O
1133	lid	O	O
1134	2	163)|(164)	O
1135	.	O	O
1136	De	(165	O
1137	vorige	O	O
1138	keer	165)	O
1139	was	O	O
1140	niet	O	O
1141	duidelijk	O	O
1142	welk	O	O
1143	stembureau	O	O
1144	gesteld	O	O
1145	welk	(134	O
1146	stembureau	134)	O
1147	geteld	O	O
1148	werd	O	O
1149	in	O	O
1150	de	(113	O
1151	CSO	113)	O
1152	.	O	O
1153	Dat	(166)	O
1154	kan	O	O
1155	en	O	O
1156	mag	O	O
1157	niet	O	O
1158	.	O	O
1159	De	(129	O
1160	burgemeester	129)	O
1161	geeft	O	O
1162	aan	O	O
1163	dat	(167)	O
1164	wel	O	O
1165	te	O	O
1166	gaan	O	O
1167	doen	O	O
1168	.	O	O
1169	Het	(168	O
1170	plezier	O	O
1171	van	O	O
1172	de	(169	O
1173	inwoners	O	O
1174	in	O	O
1175	het	(170	O
1176	gadeslaan	O	O
1177	van	O	O
1178	het	(171	O
1179	proces	171)|170)|169)|168)	O
1180	gaat	O	O
1181	verder	O	O
1182	dan	O	O
1183	kijken	O	O
1184	en	O	O
1185	vragen	(172)	O
1186	stellen	O	O
1187	.	O	O
1188	Het	(173)	O
1189	gaat	O	O
1190	om	O	O
1191	de	(175|(174	O
1192	vaststelling	O	O
1193	van	O	O
1194	de	(176	O
1195	definitieve	O	O
1196	telling	176)|174)	O
1197	.	O	O
1198	Artikel	(177	O
1199	N8	(178	O
1200	lid	O	O
1201	3	178)|177)|175)|(179)	O
1202	is	O	O
1203	daarover	O	O
1204	duidelijk	O	O
1205	:	O	O
1206	80	O	O
1207	indien	O	O
1208	een	(180	O
1209	aanwezige	O	O
1210	kiezer/inwoner	180)	O
1211	een	(181	O
1212	ongeldig	O	O
1213	verklaard	O	O
1214	biljet	181)	O
1215	wil	O	O
1216	bekijken	O	O
1217	,	O	O
1218	moet	O	O
1219	dit	(182)	O
1220	krachtens	O	O
1221	de	(115	O
1222	kieswet	115)	O
1223	getoond	O	O
1224	worden	O	O
1225	.	O	O
1226	Ook	O	O
1227	moet	O	O
1228	er	O	O
1229	dan	O	O
1230	bezwaar	O	O
1231	gemaakt	O	O
1232	kunnen	O	O
1233	worden	O	O
1234	.	O	O
1235	Het	(183)	O
1236	is	O	O
1237	daarom	O	O
1238	juist	O	O
1239	wel	O	O
1240	nodig	O	O
1241	dat	O	O
1242	tellers	(184)	O
1243	een	(185	O
1244	goede	O	O
1245	instructie	185)	O
1246	krijgen	O	O
1247	.	O	O
1248	Ook	(186	O
1249	de	O	O
1250	naleving	O	O
1251	van	O	O
1252	artikel	186)|(187)	O
1253	N9	(188	O
1254	lid	O	O
1255	1	188)|(189)	O
1256	moet	O	O
1257	worden	O	O
1258	gewaarborgd	O	O
1259	.	O	O
1260	De	(190	O
1261	definitieve	O	O
1262	uitslag	190)	O
1263	moet	O	O
1264	mondeling	O	O
1265	aan	O	O
1266	de	(191	O
1267	aanwezige	O	O
1268	kiezers	191)	O
1269	kenbaar	O	O
1270	worden	O	O
1271	gemaakt	O	O
1272	per	O	O
1273	stembu-	(192	O
1274	reau	192)	O
1275	.	O	O
1276	Hij	(193)	O
1277	krijgt	O	O
1278	hierop	O	O
1279	graag	O	O
1280	een	(194	O
1281	toezegging	194)	O
1282	.	O	O
1283	Dit	(195)	O
1284	is	O	O
1285	bij	O	O
1286	de	(196	O
1287	Tweede	O	O
1288	Kamerverkiezingen	196)	O
1289	niet	O	O
1290	conform	O	O
1291	de	(115	O
1292	kieswet	115)	O
1293	gebeurd	O	O
1294	.	O	O
1295	Hij	(197)	O
1296	vraagt	O	O
1297	wie	(198)	O
1298	technisch	O	O
1299	gezien	O	O
1300	de	(199|(43	O
1301	voorzitter	43)	O
1302	is	O	O
1303	van	O	O
1304	de	(200	O
1305	te	O	O
1306	tellen	O	O
1307	stembureaus	200)|199)	O
1308	wanneer	O	O
1309	het	(201)	O
1310	gaat	O	O
1311	om	O	O
1312	de	(202	O
1313	definitieve	O	O
1314	telling	202)	O
1315	.	O	O
1316	Hij	(203)	O
1317	krijgt	O	O
1318	op	O	O
1319	die	(204	O
1320	vragen	204)	O
1321	graag	O	O
1322	een	(205	O
1323	antwoord	205)	O
1324	.	O	O
1325	90	O	O
1326	De	(206	O
1327	heer	O	O
1328	Van	O	B-PER
1329	Steeg	O	E-PER
1330	(	O	O
1331	CDA	206)|(207)	O
1332	)	O	O
1333	vindt	O	O
1334	het	(208)	O
1335	goed	O	O
1336	om	O	O
1337	terug	O	O
1338	te	O	O
1339	kijken	O	O
1340	naar	O	O
1341	het	(209	O
1342	stemproces	O	O
1343	van	O	O
1344	de	(196	O
1345	Tweede	O	O
1346	Kamerverkiezingen	196)|209)	O
1347	.	O	O
1348	Het	(210)	O
1349	is	O	O
1350	belangrijk	O	O
1351	dat	(211)	O
1352	goed	O	O
1353	te	O	O
1354	organiseren	O	O
1355	.	O	O
1356	Griffie	O	O
1357	Gemeenteraad	O	O
1358	Utrecht	O	O
1359	Verslag	O	O
1360	van	O	O
1361	de	(213|(212	O
1362	openbare	O	O
1363	fysieke	O	O
1364	vergadering	O	O
1365	van	O	O
1366	de	(214	O
1367	Commissie	O	O
1368	Mens	O	O
1369	&	O	O
1370	Samenleving	214)|212)	O
1371	op	O	O
1372	30	(216|(215	O
1373	september	O	O
1374	2021	215)	O
1375	Pagina	(217	O
1376	3	(218)	O
1377	van	O	O
1378	12	217)|216)|213)|(219)	O
1379	Ondanks	O	O
1380	de	(220	O
1381	kritische	O	O
1382	punten	O	O
1383	die	O	O
1384	ook	O	O
1385	te	O	O
1386	zien	O	O
1387	waren	O	O
1388	in	O	O
1389	de	(221	O
1390	schriftelijke	O	O
1391	vragen	221)|220)	O
1392	,	O	O
1393	compli-	O	O
1394	menteert	O	O
