	token	coref	ner
104	het	(13	O
105	voorstel	13)|24)|23)	O
106	te	O	O
107	markeren	O	O
108	.	O	O
109	Duurzaam	(25	O
110	schadeherstel	25)	O
111	Het	(13	O
112	wetsvoorstel	13)	O
113	verankert	O	O
114	de	(26	O
115	procedure	O	O
116	voor	O	O
117	de	(27	O
118	versterking	O	O
119	van	O	O
120	gebouwen	27)|26)|(28)	O
121	,	O	O
122	maar	O	O
123	raakt	O	O
124	ook	O	O
125	op	O	O
126	een	(29	O
127	aantal	O	O
128	punten	29)|(30)	O
129	de	(32|(31	O
130	taak	O	O
131	van	O	O
132	het	(21|(21	O
133	Instituut	O	O
134	Mijnbouwschade	21)	O
135	Groningen	21)|31)	O
136	doordat	O	O
137	het	(13)	O
138	een	(33	O
139	scherpe	O	O
140	scheiding	O	O
141	aanbrengt	O	O
142	tussen	O	O
143	de	(34	O
144	taken	O	O
145	van	O	O
146	NCG	(20)|(35	O
147	en	O	O
148	het	(20	O
149	IMG	20)|35)|34)|33)|32)	O
150	.	O	O
151	Uitgangspunt	(36)	O
152	blijft	O	O
153	dat	O	O
154	het	(20	O
155	IMG	20)	O
156	slechts	O	O
157	bevoegd	O	O
158	is	O	O
159	voor	O	O
160	zover	O	O
161	de	(37	O
162	mijnbouwschade	37)	O
163	herleidbaar	O	O
164	is	O	O
165	tot	O	O
166	de	(38	O
167	civielrechtelijke	O	O
168	aansprakelijkheid	O	O
169	van	O	O
170	NA	(39	O
171	M	39)|38)	O
172	.	O	O
173	Het	(20	O
174	IMG	20)	O
175	vergoedt	O	O
176	mijnbouwschade	(37)	O
177	op	O	O
178	basis	O	O
179	van	O	O
180	herstel	(40	O
181	van	O	O
182	de	(41	O
183	schade	O	O
184	in	O	O
185	de	(42	O
186	oude	O	O
187	toestand	42)|41)|40)	O
188	.	O	O
189	In	O	O
190	de	(43	O
191	praktijk	43)	O
192	betekent	O	O
193	dat	(44)	O
194	dat	O	O
195	er	O	O
196	een	O	O
197	reële	O	O
198	kans	O	O
199	is	O	O
200	dat	O	O
201	bij	O	O
202	een	(45	O
203	volgende	O	O
204	beving	45)	O
205	de	(46	O
206	bewoner	O	O
207	die	O	O
208	zijn	(46)|(47	O
209	schade	47)	O
210	heeft	O	O
211	hersteld	46)	O
212	met	O	O
213	nieuwe	(41	O
214	schade	41)	O
215	wordt	O	O
216	geconfronteerd	O	O
217	,	O	O
218	met	O	O
219	alle	(48	O
220	lasten	O	O
221	die	O	O
222	de	(49	O
223	afwikkeling	O	O
224	daarvan	49)	O
225	weer	O	O
226	meebrengt	48)	O
227	.	O	O
228	Andere	(50	O
229	bewoners	50)	O
230	herstellen	O	O
231	de	(51	O
232	schade	51)	O
233	niet	O	O
234	meer	O	O
235	omdat	O	O
236	ze	(50)	O
237	terugkeer	(52	O
238	van	O	O
239	de	(53	O
240	schade	O	O
241	bij	O	O
242	een	(54	O
243	nieuwe	O	O
244	beving	54)|53)|52)	O
245	vrezen	O	O
246	of	O	O
247	omdat	O	O
248	zij	(50)	O
249	de	(55	O
250	beslissing	O	O
251	over	O	O
252	de	(56	O
253	versterking	56)|55)	O
254	afwachten	O	O
255	.	O	O
256	Het	(20	O
257	IMG	20)	O
258	vindt	O	O
259	dit	(57)	O
260	een	(58	O
261	maatschappelijk	O	O
262	niet	O	O
263	te	O	O
264	verantwoorden	O	O
265	uitkomst	58)	O
266	.	O	O
267	In	O	O
268	het	(59	O
269	verslag	59)	O
270	hebben	O	O
271	verschillende	(60	O
272	fracties	60)	O
273	gevraagd	O	O
274	waarom	O	O
275	geen	(62|(61	O
276	ruimere	O	O
277	herstelmethode	O	O
278	gericht	O	O
279	op	O	O
280	aardbevingsbestendigheid	61)|(63)	O
281	mogelijk	O	O
282	wordt	O	O
283	gemaakt	O	O
284	(	O	O
285	zie	O	O
286	Kamerstukken	(64	O
287	II	(65	O
288	35	(66	O
289	603	66)|65)	O
290	,	O	O
291	p.	O	O
292	7-9	(67)	O
293	en	O	O
294	22	64)|62)|(68)	O
295	)	O	O
296	.	O	O
297	Ook	O	O
298	in	O	O
299	zijn	(69)|(70	O
300	reactie	O	O
301	aan	O	O
302	de	(71	O
303	Kamer	O	O
304	van	O	O
305	22	(73|(72	O
306	januari	72)	O
307	jl.	73)|71)|70)	O
308	bepleit	O	O
309	het	(74	O
310	Groninger	O	O
311	Gasberaad	74)	O
312	een	(75	O
313	schadeherstel	O	O
314	op	O	O
315	een	(76	O
316	manier	O	O
317	die	O	O
318	zoveel	O	O
319	mogelijk	O	O
320	preventief	O	O
321	werkt	O	O
322	(	O	O
323	“	(77	O
324	Te	(78	O
325	veel	O	O
326	,	O	O
327	te	O	O
328	weinig	O	O
329	,	O	O
330	te	O	O
331	laat	O	O
332	”	O	O
333	p.	(79	O
334	4	79)|(80)	O
335	,	O	O
336	8-9	78)|77)|76)|75)|(81)	O
337	)	O	O
338	.	O	O
339	De	(82	O
340	oplossing	82)	O
341	zou	O	O
342	zijn	O	O
343	dat	O	O
344	het	(20	O
345	IMG	20)	O
346	meer	(83	O
347	afwegingsruimte	O	O
348	wordt	O	O
349	gegeven	O	O
350	om	O	O
351	in	O	O
352	daarvoor	(84	O
353	in	O	O
354	aanmerking	(85)	O
355	komende	O	O
356	situaties	84)	O
357	de	(51	O
358	schade	51)	O
359	meer	O	O
360	duurzaam	O	O
361	te	O	O
362	herstellen	83)	O
363	.	O	O
364	Een	(86	O
365	dergelijke	O	O
366	bepaling	86)	O
367	zou	O	O
368	in	O	O
369	een	(87	O
370	nieuw	O	O
371	lid	O	O
372	10	(88)	O
373	van	O	O
374	artikel	(89	O
375	2	89)|87)|(90)	O
376	kunnen	O	O
377	luiden	O	O
378	:	O	O
379	“	O	O
380	Naast	O	O
381	de	(91	O
382	schade	O	O
383	als	O	O
384	bedoeld	O	O
385	in	O	O
386	artikel	(92	O
387	184	(93)	O
388	van	O	O
389	boek	(94	O
390	6	(95)	O
391	van	O	O
392	het	(96	O
393	Burgerlijk	O	O
394	Wetboek	96)|94)|92)|91)	O
395	kan	O	O
396	het	(20	O
397	IMG	20)	O
398	aan	O	O
399	verzoeker	(97)	O
400	een	(99|(98	O
401	in	O	O
402	redelijkheid	(100)	O
403	te	O	O
404	bepalen	O	O
405	tegemoetkoming	O	O
406	in	O	O
407	geld	98)|(101)	O
408	of	O	O
409	in	O	O
410	natura	99)|(102)	O
411	toekennen	O	O
412	voor	O	O
413	iedere	(104|(103	O
414	redelijke	O	O
415	maatregel	O	O
416	die	O	O
417	nodig	O	O
418	is	O	O
419	om	O	O
420	te	O	O
421	bewerkstelligen	O	O
422	dat	O	O
423	de	(105	O
424	schade	O	O
425	waarvoor	O	O
426	vergoeding	(106)	O
427	wordt	O	O
428	toegekend	105)|103)	O
429	,	O	O
430	duurzaam	O	O
431	kan	O	O
432	worden	O	O
433	hersteld	104)	O
434	.	O	O
435	Aan	O	O
436	de	(107	O
437	toekenning	O	O
438	van	O	O
439	deze	(108	O
440	tegemoetkoming	108)|107)	O
441	kan	O	O
442	het	(20	O
443	IMG	20)	O
444	voorwaarden	(109)	O
445	verbinden	O	O
446	.	O	O
447	Toelichting	(110	O
448	op	O	O
449	de	(111	O
450	wijziging	111)|110)	O
451	:	O	O
452	Het	(112)	O
453	is	O	O
454	wenselijk	O	O
455	dat	O	O
456	het	(20	O
457	IMG	20)	O
458	ook	O	O
459	maatregelen	(113	O
460	kan	O	O
461	nemen	O	O
462	die	O	O
463	een	(114	O
464	meer	O	O
465	duurzame	O	O
466	herstelmethode	114)	O
467	mogelijk	O	O
468	maken	113)	O
469	.	O	O
470	Gebleken	O	O
471	is	O	O
472	dat	O	O
473	de	(116|(115	O
474	eisen	O	O
475	die	O	O
476	artikel	(117	O
477	6:184	(118)|(119	O
478	BW	119)|117)	O
479	nu	O	O
480	stelt	115)	O
481	,	O	O
482	met	O	O
483	een	(121|(120	O
484	koppeling	O	O
485	aan	O	O
486	de	(122	O
487	civielrechtelijke	O	O
488	aansprakelijkheid	O	O
489	van	O	O
490	de	(123	O
491	exploitant	123)|122)|120)	O
492	en	O	O
493	een	(124	O
494	garantie	O	O
495	dat	O	O
496	nieuwe	(51	O
497	schade	51)	O
498	wordt	O	O
499	beperkt	O	O
500	of	O	O
501	voorkomen	124)|121)|116)	O
502	,	O	O
503	te	O	O
504	vaak	O	O
505	onvoldoende	O	O
506	grondslag	O	O
507	is	O	O
508	voor	O	O
509	duurzaam	(125	O
510	herstel	125)	O
511	.	O	O
512	Duurzaam	(25	O
513	herstellen	25)	O
514	betekent	O	O
515	niet	O	O
516	dat	O	O
517	de	(126	O
518	woning	126)	O
519	na	O	O
520	het	(127	O
521	herstel	127)	O
522	tegen	O	O
523	iedere	(129|(128	O
524	aardbeving	128)	O
525	of	O	O
526	andere	(130	O
527	bodembeweging	130)|129)	O
528	bestand	O	O
529	is	O	O
530	het	(131)	O
531	gaat	O	O
532	erom	O	O
533	dat	O	O
534	de	(51	O
535	schade	51)	O
536	niet	O	O
537	terugkeert	O	O
538	bij	O	O
539	de	(132	O
540	eerste	O	O
541	de	O	O
542	beste	O	O
543	lichte	O	O
544	beving	132)	O
545	.	O	O
546	De	(133	O
547	bepaling	133)	O
548	spreekt	O	O
549	van	O	O
550	“	O	O
551	redelijke	(134	O
552	maatregelen	134)	O
553	”	O	O
554	.	O	O
555	De	(135	O
556	proportionaliteit	O	O
557	van	O	O
558	de	(136	O
559	maatregelen	136)|135)	O
560	is	O	O
561	van	O	O
562	belang	(137)	O
563	:	O	O
564	wie	O	O
565	een	(138	O
566	schadevergoeding	O	O
567	krijgt	O	O
568	voor	O	O
569	krimpscheuren	138)|(139)	O
570	kan	O	O
571	niet	O	O
572	verwachten	O	O
573	dat	O	O
574	hij	(140)	O
575	een	(141	O
576	tegemoetkoming	141)	O
577	krijgt	O	O
578	voor	O	O
579	een	(142	O
580	kostbaar	O	O
581	herstel	O	O
582	van	O	O
583	de	(143	O
584	fundering	143)|142)	O
585	,	O	O
586	terwijl	O	O
587	het	(144	O
588	gebrek	O	O
589	aan	O	O
590	de	(143	O
591	fundering	143)|144)	O
592	niet	O	O
593	mijnbouw	O	O
594	gerelateerd	O	O
595	is	O	O
596	.	O	O
597	In	O	O
598	de	(145	O
599	formulering	O	O
600	“in	O	O
601	redelijkheid	(146)	O
602	te	O	O
603	bepalen	O	O
604	tegemoetkoming	145)	O
605	”	O	O
606	komt	O	O
607	tot	O	O
608	uitdrukking	(147)	O
609	dat	O	O
610	niet	(148	O
611	steeds	O	O
612	de	O	O
613	volledige	O	O
614	kosten	O	O
615	van	O	O
616	de	(149	O
617	redelijke	O	O
618	maatregelen	149)|148)	O
619	behoeven	O	O
620	te	O	O
621	worden	O	O
622	vergoed	O	O
623	.	O	O
624	De	(150	O
625	hoogte	O	O
626	van	O	O
627	de	(151	O
628	tegemoetkoming	151)|150)	O
629	hangt	O	O
630	af	O	O
631	van	O	O
632	de	(152	O
633	concrete	O	O
634	omstandigheden	O	O
635	van	O	O
636	het	(153	O
637	geval	153)	O
638	,	O	O
639	zoals	O	O
640	de	(154	O
641	financiële	O	O
642	positie	O	O
643	van	O	O
644	de	(155	O
645	aanvrager	155)|154)|152)	O
646	,	O	O
647	de	O	O
648	mogelijkheid	O	O
649	om	O	O
650	een	(156	O
651	bouwsubsidie	156)	O
652	te	O	O
653	krijgen	O	O
654	uit	O	O
655	het	(157	O
656	bestuursakkoord	157)	O
657	of	O	O
658	anderszins	O	O
659	en	O	O
660	,	O	O
661	ten	(158	O
662	slotte	O	O
663	,	O	O
664	de	(159	O
665	proportionaliteit	159)|158)	O
666	.	O	O
667	”	O	O
668	Verhouding	(160	O
669	tot	O	O
670	de	(161	O
671	versterking	161)|160)	O
672	Het	(162	O
673	voorgestelde	O	O
674	artikel	O	O
675	2	(163)|(164	O
676	lid	(165	O
677	9	165)|164)|162)|(166)	O
678	bepaalt	O	O
679	dat	O	O
680	IMG	(20)	O
681	niet	O	O
682	bevoegd	O	O
683	is	O	O
684	om	O	O
685	maatregelen	(167)	O
686	te	O	O
687	treffen	O	O
688	of	O	O
689	vergoedingen	(168)	O
690	uit	O	O
691	te	O	O
692	keren	O	O
693	,	O	O
694	voor	O	O
695	zover	O	O
696	het	(169)	O
697	de	(170	O
698	versterking	O	O
699	van	O	O
700	gebouwen	(171)	O
701	betreft	O	O
702	waarop	O	O
703	hoofdstuk	(173|(172	O
704	5	172)|(174)	O
705	van	O	O
706	toepassing	173)|(175)	O
707	is	170)	O
708	.	O	O
709	De	(176	O
710	bepaling	176)	O
711	is	O	O
712	een	O	O
713	reactie	O	O
714	op	O	O
715	een	(177	O
716	uitspraak	O	O
717	van	O	O
718	het	(178	O
719	Hof	O	O
720	Arnhem-Leeuwarden	178)|177)	O
721	.	O	O
722	Het	(179	O
723	Hof	179)	O
724	oordeelde	O	O
725	dat	O	O
726	de	(180	O
727	op	O	O
728	grond	O	O
729	van	O	O
730	de	(181	O
731	NPR	O	O
732	9998	181)|(182)	O
733	te	O	O
734	treffen	O	O
735	maatregelen	180)	O
736	in	O	O
737	beginsel	(183)	O
738	redelijke	O	O
739	maatregelen	O	O
740	zijn	O	O
741	in	O	O
742	de	(184	O
743	zin	O	O
744	van	O	O
745	artikel	(185	O
746	6	(186)	O
747	:	O	O
748	184	(187	O
749	BW	187)|185)|184)	O
750	.	O	O
751	Het	(188	O
752	voorgestelde	O	O
753	artikel	O	O
754	9	(189	O
755	lid	O	O
756	2	189)|188)|(190)	O
757	houdt	O	O
758	in	O	O
759	dat	O	O
760	IMG	(20)	O
761	geen	(191	O
762	vergoeding	191)	O
763	mag	O	O
764	toekennen	O	O
765	of	O	O
766	maatregelen	(192)	O
767	mag	O	O
768	nemen	O	O
769	als	O	O
770	het	(193	O
771	gevolg	O	O
772	is	O	O
773	dat	O	O
774	de	(126	O
775	woning	126)	O
776	aan	O	O
777	de	(194	O
778	veiligheidsnormen	194)	O
779	voldoet	193)	O
780	.	O	O
781	Gevolg	(195	O
782	van	O	O
783	deze	(196	O
784	bepaling	196)|195)	O
785	zal	O	O
786	zijn	O	O
787	dat	O	O
788	IMG	(20)	O
789	eerst	O	O
790	de	(197	O
791	schade	O	O
792	aan	O	O
793	de	(126	O
794	woning	126)|197)	O
795	herstelt	O	O
796	(	O	O
797	of	O	O
798	daarvoor	O	O
799	een	(198	O
800	vergoeding	198)	O
801	toekent	O	O
802	)	O	O
803	en	O	O
804	dat	O	O
805	vervolgens	O	O
806	NCG	(20)	O
807	maatregelen	(199	O
808	moet	O	O
809	nemen	O	O
810	om	O	O
811	de	(126	O
812	woning	126)	O
813	aan	O	O
814	de	(200	O
815	Meijdam-norm	200)	O
816	te	O	O
817	laten	O	O
818	voldoen	199)	O
819	.	O	O
820	De	(201	O
821	bewoner	201)	O
822	staat	O	O
823	dus	O	O
824	voor	O	O
825	de	(202	O
826	keuze	202)	O
827	twee	(203	O
828	keer	203)	O
829	een	(205|(204	O
830	deskundige	204)	O
831	en	O	O
832	een	(206	O
833	aannemer	206)|205)	O
834	over	O	O
835	de	(207	O
836	vloer	207)	O
837	te	O	O
838	laten	O	O
839	komen	O	O
840	of	O	O
841	in	O	O
842	een	(208	O
843	onveilig	O	O
844	huis	208)	O
845	te	O	O
846	blijven	O	O
847	wonen	O	O
848	tot	O	O
849	hij	(201)	O
850	schadeherstel	(209)|(210	O
851	en	O	O
852	versterking	210)|(211)	O
853	in	O	O
854	één	(212	O
855	keer	212)	O
856	kan	O	O
857	laten	O	O
858	uitvoeren	O	O
859	.	O	O
860	Daarbij	O	O
861	zij	O	O
862	aangetekend	O	O
863	dat	O	O
864	tot	O	O
865	nu	O	O
866	niet	O	O
867	van	O	O
868	een	(213	O
869	probleem	213)	O
870	is	O	O
871	gebleken	O	O
872	omdat	O	O
873	IMG	O	O
874	maatregelen	O	O
875	heeft	O	O
876	genomen	O	O
877	of	O	O
878	vergoed	O	O
879	die	O	O
880	mede	O	O
881	leiden	O	O
882	tot	O	O
883	een	(214	O
884	veilige	O	O
885	woning	214)	O
886	.	O	O
887	Het	(215	O
888	voorgestelde	O	O
889	artikel	215)	O
890	creëert	O	O
891	bovendien	O	O
892	onduidelijkheid	(216)	O
893	.	O	O
894	Mag	O	O
895	het	(20	O
896	IMG	20)	O
897	bijvoorbeeld	O	O
898	nog	O	O
899	langer	O	O
900	de	(217	O
901	vergoeding	O	O
902	van	O	O
903	de	(218	O
904	kosten	O	O
905	van	O	O
906	sloop	(219)|(220	O
907	en	O	O
908	nieuwbouw	220)|218)|217)|(221)	O
909	toekennen	O	O
910	als	O	O
911	dit	(222)	O
912	in	O	O
913	een	(223	O
914	bepaald	O	O
915	geval	223)	O
916	de	(224	O
917	meest	O	O
918	passende	O	O
919	wijze	O	O
920	van	O	O
921	schadevergoeding	224)|(225)	O
922	is	O	O
923	?	O	O
924	Nieuwbouw	(221)	O
925	impliceert	O	O
926	versterking	(226)	O
927	,	O	O
928	maar	O	O
929	het	(227)	O
930	kan	O	O
931	toch	O	O
932	niet	O	O
933	de	(228	O
934	bedoeling	228)	O
935	zijn	O	O
936	dat	O	O
937	daarom	O	O
938	de	(229	O
939	juiste	O	O
940	wijze	O	O
941	van	O	O
942	schadevergoeding	229)|(225)	O
943	niet	O	O
944	kan	O	O
945	plaatsvinden	O	O
946	?	O	O
947	De	(230	O
948	bepaling	230)	O
949	kan	O	O
950	beter	O	O
951	worden	O	O
952	geschrapt	O	O
953	aangezien	O	O
954	in	O	O
955	het	(231	O
956	geheel	231)	O
957	niet	O	O
958	is	O	O
959	gebleken	O	O
960	waarom	O	O
961	deze	(230)	O
962	nodig	O	O
963	zou	O	O
964	zijn	O	O
965	en	O	O
966	zij	(230)	O
967	bovendien	O	O
968	tot	O	O
969	ongewenste	(232	O
970	complicaties	232)	O
971	leidt	O	O
972	.	O	O
973	Ingrijpen	(233	O
974	in	O	O
975	de	(234	O
976	taakuitoefening	O	O
977	van	O	O
978	het	(20	O
979	IMG	20)|234)|233)	O
980	Het	(20	O
981	IMG	20)	O
982	maakt	O	O
983	zich	(235)	O
984	voorts	O	O
985	ernstig	(236	O
986	zorgen	236)	O
987	over	O	O
988	de	(237	O
989	in	O	O
990	artikel	(238	O
991	9	(239)	O
992	lid	O	O
993	3	238)|(240)	O
994	opgenomen	O	O
995	grondslag	O	O
996	voor	O	O
997	een	(241	O
998	ministeriele	O	O
999	regeling	O	O
1000	die	O	O
1001	regels	(242	O
1002	kan	O	O
1003	geven	O	O
1004	over	O	O
1005	de	(243	O
1006	afstemming	O	O
1007	van	O	O
1008	taken	(244	O
1009	van	O	O
1010	NCG	(20)|(245	O
1011	en	O	O
1012	IMG	245)|244)|243)|242)|241)|237)|(246)	O
1013	.	O	O
1014	Het	(20	O
1015	IMG	20)	O
1016	is	O	O
1017	een	O	O
1018	semi-rechterlijk	O	O
1019	orgaan	O	O
1020	dat	O	O
1021	onafhankelijk	O	O
1022	van	O	O
1023	de	(247	O
1024	ministers	247)	O
1025	uitvoering	(248)|(249	O
1026	moet	O	O
1027	kunnen	O	O
1028	geven	O	O
1029	aan	O	O
1030	zijn	(250)|(251	O
1031	wettelijke	O	O
1032	taakopdracht	251)|249)	O
1033	.	O	O
1034	Dat	(252)	O
1035	is	O	O
1036	nodig	O	O
1037	voor	O	O
1038	het	(253	O
1039	vertrouwen	O	O
1040	dat	O	O
1041	de	(254	O
1042	Groningers	254)	O
1043	in	O	O
1044	het	(20	O
1045	IMG	20)	O
1046	moeten	O	O
1047	kunnen	O	O
1048	stellen	253)	O
1049	.	O	O
1050	De	(255	O
1051	bevoegdheid	O	O
1052	van	O	O
1053	de	(247	O
1054	ministers	247)|255)	O
1055	staat	O	O
1056	haaks	O	O
1057	op	O	O
1058	het	(256	O
1059	huidige	O	O
1060	artikel	O	O
1061	9	(257)	O
1062	van	O	O
1063	de	(258	O
1064	Tijdelijke	O	O
1065	wet	O	O
1066	Groningen	258)|256)	O
1067	.	O	O
1068	Daarin	O	O
1069	is	O	O
1070	bepaald	O	O
1071	dat	O	O
1072	de	(259	O
1073	minister	259)	O
1074	geen	(260	O
1075	beleidsregels	O	O
1076	over	O	O
1077	de	(261	O
1078	taakuitoefening	O	O
1079	van	O	O
1080	het	(20	O
1081	IMG	20)|261)|260)	O
1082	kan	O	O
1083	geven	O	O
1084	.	O	O
1085	In	O	O
1086	de	(262	O
1087	toelichting	O	O
1088	op	O	O
1089	artikel	(263	O
1090	9	263)|262)|(264)	O
1091	heeft	O	O
1092	de	(259	O
1093	minister	259)	O
1094	gesteld	O	O
1095	dat	O	O
1096	het	(265)	O
1097	“in	O	O
1098	het	(266	O
1099	belang	O	O
1100	van	O	O
1101	de	(267	O
1102	vervulling	O	O
1103	van	O	O
1104	zijn	(259)|(268	O
1105	semi-rechterlijke	O	O
1106	taak	O	O
1107	door	O	O
1108	het	(20	O
1109	IMG	20)|268)|267)|266)	O
1110	niet	O	O
1111	wenselijk	O	O
1112	is	O	O
1113	dat	O	O
1114	de	(259	O
1115	minister	259)	O
1116	een	O	O
1117	bevoegdheid	O	O
1118	heeft	O	O
1119	om	O	O
1120	invloed	(269)	O
1121	uit	O	O
1122	te	O	O
1123	oefenen	O	O
1124	of	O	O
1125	in	O	O
1126	te	O	O
1127	grijpen	O	O
1128	op	O	O
1129	de	(271|(270	O
1130	besluitvorming	O	O
1131	van	O	O
1132	het	(20	O
1133	IMG	20)|270)	O
1134	in	O	O
1135	individuele	(272	O
1136	gevallen	272)|271)	O
1137	of	O	O
1138	om	O	O
1139	beleidsregels	(273)|(274	O
1140	vast	O	O
1141	te	O	O
1142	stellen	O	O
1143	met	O	O
1144	betrekking	O	O
1145	tot	O	O
1146	de	(275	O
1147	taakuitoefening	O	O
1148	door	O	O
1149	het	(20	O
1150	IMG	20)|275)|274)	O
1151	”	O	O
1152	(	O	O
1153	Kamerstukken	(276	O
1154	II	O	O
1155	35	(277	O
1156	250	277)|(278)	O
1157	,	O	O
1158	3	276)|(279)	O
1159	)	O	O
1160	.	O	O
1161	Het	(20	O
1162	IMG	20)	O
1163	acht	O	O
1164	het	(280)	O
1165	van	O	O
1166	belang	(281)	O
1167	dat	O	O
1168	regels	(282	O
1169	over	O	O
1170	de	(283	O
1171	taakuitoefening	O	O
1172	door	O	O
1173	het	(20	O
1174	IMG	20)|283)|282)	O
1175	tot	O	O
1176	stand	O	O
1177	komen	O	O
1178	via	O	O
1179	een	(284	O
1180	zorgvuldige	O	O
1181	,	O	O
1182	openbare	O	O
1183	procedure	O	O
1184	met	O	O
1185	toetsing	(285	O
1186	door	O	O
1187	de	(287|(286	O
1188	Raad	O	O
1189	van	O	O
1190	State	286)	O
1191	en	O	O
1192	de	(288	O
1193	beide	O	O
1194	Kamers	288)|287)|285)|284)	O
1195	.	O	O
1196	Het	(20	O
1197	IMG	20)	O
1198	suggereert	O	O
1199	de	(289	O
1200	volgende	O	O
1201	wijziging	289)	O
1202	:	O	O
1203	“	O	O
1204	Artikel	(290	O
1205	3	(291)	O
1206	,	O	O
1207	negende	(292	O
1208	lid	292)|290)	O
1209	,	O	O
1210	komt	O	O
1211	te	O	O
1212	luiden	O	O
1213	:	O	O
1214	9	(293)	O
1215	.	O	O
1216	Bij	O	O
1217	algemene	(294	O
1218	maatregel	O	O
1219	van	O	O
1220	bestuur	294)|(295)	O
1221	kunnen	O	O
1222	regels	O	O
1223	worden	O	O
1224	gesteld	O	O
1225	over	O	O
1226	de	O	O
1227	wijze	O	O
1228	waarop	O	O
1229	Onze	(297|(296	O
1230	Minister	O	O
1231	van	O	O
1232	Binnenlandse	(299|(298	O
1233	Zaken	298)	O
1234	en	O	O
1235	Koninkrijksrelaties	299)|296)|(300)	O
1236	en	O	O
1237	het	(20	O
1238	IMG	20)|297)	O
1239	de	(302|(301	O
1240	uitvoering	O	O
1241	van	O	O
1242	de	(303	O
1243	versterking	O	O
1244	op	O	O
1245	grond	O	O
1246	van	O	O
1247	hoofdstuk	(304	O
1248	5	304)|303)|301)|(305)	O
1249	en	O	O
1250	de	(307|(306	O
1251	vergoeding	O	O
1252	van	O	O
1253	schade	306)|(308)	O
1254	op	O	O
1255	grond	O	O
1256	van	O	O
1257	hoofdstuk	(309	O
1258	2	309)|307)|302)|(310)	O
1259	op	O	O
1260	elkaar	(311)	O
1261	afstemmen	O	O
1262	.	O	O
1263	De	(312	O
1264	voordracht	O	O
1265	voor	O	O
1266	een	(313	O
1267	krachtens	O	O
1268	dit	(314	O
1269	lid	314)	O
1270	vast	O	O
1271	te	O	O
1272	stellen	O	O
1273	algemene	O	O
1274	maatregel	O	O
1275	van	O	O
1276	bestuur	313)|312)|(315)	O
1277	wordt	O	O
1278	niet	O	O
1279	eerder	O	O
1280	gedaan	O	O
1281	dan	O	O
1282	vier	(316	O
1283	weken	316)	O
1284	nadat	O	O
1285	het	(317	O
1286	ontwerp	317)	O
1287	aan	O	O
1288	beide	(318	O
1289	kamers	O	O
1290	der	(319	O
1291	Staten-Generaal	319)|318)	O
1292	is	O	O
1293	voorgelegd	O	O
1294	.	O	O
1295	Toelichting	(320	O
1296	op	O	O
1297	de	(321	O
1298	wijziging	321)|320)	O
1299	:	O	O
1300	Dit	(322	O
1301	lid	322)	O
1302	stelt	O	O
1303	zeker	O	O
1304	dat	O	O
1305	regels	(323	O
1306	die	O	O
1307	ingrijpen	O	O
1308	in	O	O
1309	de	(324	O
1310	taakuitoefening	O	O
1311	van	O	O
1312	beide	(318	O
