	token	coref	ner
279	verkennende	O	O
280	bodemonderzoek	66)	O
281	is	O	O
282	in	O	O
283	mengmonster	(67	O
284	MM02	O	O
285	,	O	O
286	bestaande	O	O
287	uit	O	O
288	de	(69|(68	O
289	bovengrond	O	O
290	van	O	O
291	de	(70	O
292	boringen	70)|68)	O
293	6	(71	O
294	t/m	O	O
295	10	71)|69)|67)|(72)	O
296	,	O	O
297	een	(73	O
298	matig	O	O
299	verhoogd	O	O
300	gehalte	O	O
301	aan	O	O
302	PAK	73)|(74)	O
303	aangetoond	O	O
304	.	O	O
305	Daarom	O	O
306	zijn	O	O
307	ter	O	O
308	plaatse	(75)	O
309	in	O	O
310	totaal	(76)	O
311	10	(77	O
312	aanvullende	O	O
313	boringen	77)	O
314	verricht	O	O
315	tot	O	O
316	0,9	(78	O
317	à	O	O
318	1,2	(79)	O
319	m	O	O
320	-mv	78)|(80)	O
321	.	O	O
322	In	O	O
323	de	(81	O
324	zandbovengrond	O	O
325	uit	O	O
326	nagenoeg	(82	O
327	alle	O	O
328	boring	82)|81)	O
329	is	O	O
330	visueel	(83	O
331	puin	O	O
332	waargenomen	O	O
333	,	O	O
334	variërend	O	O
335	van	O	O
336	kleine	(84	O
337	tot	O	O
338	aanzienlijke	O	O
339	hoeveelheden	84)|83)	O
340	.	O	O
341	De	(85	O
342	boorprofielen	O	O
343	met	O	O
344	daarin	O	O
345	de	(86	O
346	visuele	O	O
347	waarnemingen	86)|85)	O
348	zijn	O	O
349	als	O	O
350	bijlage	(87)	O
351	toegevoegd	O	O
352	.	O	O
353	Tevens	O	O
354	is	O	O
355	een	(88	O
356	overzichtstekening	88)	O
357	bijgevoegd	O	O
358	.	O	O
359	Van	O	O
360	zowel	(89	O
361	de	(91|(90	O
362	boven-	90)	O
363	als	O	O
364	ondergrond	91)|89)|(92)	O
365	zijn	O	O
366	in	O	O
367	totaal	(93)	O
368	5	(94	O
369	separate	O	O
370	monsters	O	O
371	op	O	O
372	polycyclische	(96|(95	O
373	aromatische	O	O
374	koolwaterstoffen	95)	O
375	(	O	O
376	PAK	96)|94)|(95)	O
377	)	O	O
378	geanalyseerd	O	O
379	.	O	O
380	Daarnaast	O	O
381	is	O	O
382	het	(97	O
383	percentage	O	O
384	organische	(99|(98	O
385	stof	98)	O
386	en	O	O
387	lutum	99)|97)|(100)	O
388	bepaald	O	O
389	.	O	O
390	Het	(101	O
391	laboratoriumonderzoek	101)	O
392	is	O	O
393	uitgevoerd	O	O
394	door	O	O
395	het	(102	O
396	geaccrediteerde	O	O
397	laboratorium	O	O
398	ACMAA	O	O
399	B.V	102)	O
400	.	O	O
401	De	(103	O
402	analysecertificaten	103)	O
403	zijn	O	O
404	als	O	O
405	bijlage	(104)	O
406	toegevoegd	O	O
407	.	O	O
408	De	(105	O
409	gehalten	105)	O
410	zijn	O	O
411	getoetst	O	O
412	aan	O	O
413	de	(106	O
414	streef-	O	O
415	en	O	O
416	interventiewaarden	O	O
417	uit	O	O
418	de	(107	O
419	Wet	O	O
420	Bodembescherming	107)|106)	O
421	.	O	O
422	Het	(108	O
423	resultaat	O	O
424	van	O	O
425	deze	(109	O
426	toetsing	109)|108)	O
427	is	O	O
428	eveneens	O	O
429	als	O	O
430	een	(110	O
431	bijlage	110)	O
432	opgenomen	O	O
433	.	O	O
434	De	(111	O
435	samenvatting	111)	O
436	is	O	O
437	weegegeven	O	O
438	in	O	O
439	tabel	(112	O
440	1	112)|(113)	O
441	.	O	O
442	Milieu	O	O
443	&	O	O
444	Veiligheid	O	O
445	Zutphenseweg	O	O
446	31D	O	O
447	Postbus	O	O
448	321	O	O
449	7400	O	O
450	AH	O	O
451	Deventer	O	O
452	T	O	O
453	(	O	O
454	570	O	O
455	)	O	O
456	67	O	O
457	94	O	O
458	30	O	O
459	F	O	O
460	(	O	O
461	570	O	O
462	)	O	O
463	66	O	O
464	39	O	O
465	85	O	O
466	www.oranjewoud.nl	O	O
467	164628	O	O
468	Blad	O	O
469	2	O	O
470	van	O	O
471	2	O	O
472	Tabel	O	O
473	1	O	O
474	:	O	O
475	Onderzoeksresultaten	O	O
476	grond	O	O
477	(	O	O
478	Meng	(114)	O
479	)	O	O
480	monster	O	O
481	Diepte	O	O
482	in	O	O
483	m	O	O
484	-mv.	O	O
485	Veldwaarneming	O	O
486	Verhoogde	O	O
487	componenten	O	O
488	(	O	O
489	mg/kg	(115	O
490	d.s.	115)	O
491	)	O	O
492	Toetsing	O	O
493	WBB	O	O
494	Verkennend	O	O
495	bodemonderzoek	O	O
496	MM02	(116	O
497	0,2-0,5	116)|(117)	O
498	matig	O	O
499	tot	O	O
500	sterk	O	O
501	puinhoudend	O	O
502	min	O	O
503	.	O	O
504	olie	(118	O
505	(	O	O
506	55	O	O
507	)	O	O
508	PAK	O	O
509	(	O	O
510	37	118)	O
511	)	O	O
512	>	O	O
513	Streefwaarde	O	O
514	>	O	O
515	Tussenwaarde	O	O
516	Aanvullend	O	O
517	bodemonderzoek	O	O
518	06a	O	O
519	0,2-0,5	(119)	O
520	zwak	O	O
521	puinhoudend	O	O
522	PAK	O	O
523	(	O	O
524	2,1	(120)	O
525	)	O	O
526	>	O	O
527	Streefwaarde	(122|(121	O
528	07a	O	O
529	0,2-0,7	(123)	O
530	sporen	O	O
531	puin	O	O
532	PAK	O	O
533	(	O	O
534	1,8	121)|(124)	O
535	)	O	O
536	>	O	O
537	Streefwaarde	(125	O
538	08a	O	O
539	0,3-0,5	O	O
540	zwak	O	O
541	puinhoudend	O	O
542	PAK	O	O
543	(	O	O
544	14	125)|122)	O
545	)	O	O
546	>	O	O
547	Streefwaarde	(126	O
548	09a	(127	O
549	0,5-0,9	127)	O
550	-	O	O
551	PAK	O	O
552	(	O	O
553	14	126)|(128)	O
554	)	O	O
555	>	O	O
556	Streefwaarde	(129	O
557	10a	O	O
558	0,25-0,4	O	O
559	zwak	O	O
560	puinhoudend	O	O
561	PAK	O	O
562	(	O	O
563	1,3	129)|(130)	O
564	)	O	O
565	>	O	O
566	Streefwaarde	O	O
567	Uit	O	O
568	de	(131	O
569	toetsing	131)	O
570	blijkt	O	O
571	dat	O	O
572	het	(132	O
573	gehalte	O	O
574	aan	O	O
575	PAK	132)|(133)	O
576	de	(134	O
577	betreffende	O	O
578	streefwaarde	134)	O
579	overschrijdt	O	O
580	.	O	O
581	Het	(135	O
582	matig	O	O
583	verhoogde	O	O
584	gehalte	O	O
585	zoals	O	O
586	deze	(136)	O
587	in	O	O
588	het	(137	O
589	verkennend	O	O
590	onderzoek	137)	O
591	is	O	O
592	aangetoond	135)	O
593	,	O	O
594	is	O	O
595	niet	O	O
596	meer	O	O
597	aangetoond	O	O
598	.	O	O
599	Het	(138	O
600	verhoogde	O	O
601	PAK-gehalte	138)	O
602	is	O	O
603	naar	O	O
604	verwachting	(139)	O
605	te	O	O
606	relateren	O	O
607	aan	O	O
608	de	(140	O
609	bijmengingen	O	O
610	met	O	O
611	puinresten	140)|(141)	O
612	.	O	O
613	Vanuit	O	O
614	milieuhygiënisch	(142	O
615	oogpunt	142)	O
616	zijn	O	O
617	er	O	O
618	geen	(143	O
619	belemmeringen	O	O
620	voor	O	O
621	de	(144	O
622	herinrichting-	O	O
623	en	O	O
624	renovatiewerkzaamheden	O	O
625	ter	O	O
626	plaatse	O	O
627	van	O	O
628	het	(145	O
629	onderhavige	O	O
630	onderzoeksgebied	145)|144)|143)	O
631	.	O	O
632	Wel	O	O
633	dient	O	O
634	bij	O	O
635	grondverzet	(146)	O
636	rekening	(147)	O
637	gehouden	O	O
638	te	O	O
639	worden	O	O
640	met	O	O
641	het	(148	O
642	vrijkomen	O	O
643	van	O	O
644	licht	(149	O
645	verontreinigde	O	O
646	grond	O	O
647	met	O	O
648	puin	(150)|(151	O
649	en	O	O
650	PAK	151)|149)|148)|(152)	O
651	.	O	O
652	De	(153	O
653	onderzoeksresultaten	153)	O
654	geven	O	O
655	geen	(154	O
656	aanleiding	O	O
657	voor	O	O
658	aanvullend	(155	O
659	onderzoek	155)|154)	O
660	.	O	O
661	Wij	(156)	O
662	vertrouwen	O	O
663	erop	O	O
664	u	(14)	O
665	hiermee	O	O
666	van	O	O
667	dienst	(157)	O
668	te	O	O
669	zijn	O	O
670	geweest	O	O
671	.	O	O
672	Hoogachtend	(158	O
673	,	O	O
674	Ingenieursbureau	(159	O
675	'	O	O
676	Oranjewoud	O	O
677	'	O	O
678	B.V.	(160	O
679	Thijs	O	B-PER
680	Mosterman	160)|159)|158)	E-PER
