	token	coref	ner
100	waterhuishoudkundige	O	O
101	belangen	20)	O
102	.	O	O
103	Om	O	O
104	het	(21	O
105	watertoetsproces	21)	O
106	zo	O	O
107	vlot	O	O
108	mogelijk	O	O
109	te	O	O
110	laten	O	O
111	verlopen	O	O
112	,	O	O
113	sturen	O	O
114	wij	(15)	O
115	u	(22)	O
116	als	O	O
117	bijlage	(23)	O
118	een	(24	O
119	automatisch	O	O
120	gegenereerd	O	O
121	concept	O	O
122	wateradvies	24)	O
123	.	O	O
124	Dit	(25	O
125	conceptadvies	25)	O
126	is	O	O
127	in	O	O
128	twee	(26	O
129	delen	26)	O
130	opgesplitst	O	O
131	.	O	O
132	In	O	O
133	het	(27	O
134	eerste	O	O
135	deel	O	O
136	van	O	O
137	het	(25	O
138	conceptadvies	25)|27)	O
139	geven	O	O
140	wij	(15)	O
141	aan	O	O
142	over	O	O
143	welke	(28	O
144	onderwerpen	28)	O
145	nader	(29	O
146	overleg	O	O
147	met	O	O
148	het	(12	O
149	hoogheemraadschap	12)|29)	O
150	noodzakelijk	O	O
151	is	O	O
152	.	O	O
153	Het	(30	O
154	tweede	O	O
155	deel	O	O
156	van	O	O
157	het	(25	O
158	conceptadvies	25)|30)	O
159	bevat	O	O
160	de	(31	O
161	onderwerpen	O	O
162	die	O	O
163	slechts	O	O
164	een	O	O
165	beperkte	O	O
166	invloed	O	O
167	hebben	O	O
168	op	O	O
169	de	(32	O
170	belangen	O	O
171	van	O	O
172	het	(12	O
173	hoogheemraadschap	12)|32)	O
174	en	O	O
175	die	O	O
176	ondervangen	O	O
177	kunnen	O	O
178	worden	O	O
179	met	O	O
180	standaard	(33	O
181	maatregelen	33)|31)	O
182	.	O	O
183	Dit	(34	O
184	tweede	O	O
185	deel	O	O
186	van	O	O
187	het	(25	O
188	advies	25)|34)	O
189	kunt	O	O
190	u	(35)	O
191	gebruiken	O	O
192	om	O	O
193	alvast	O	O
194	een	(36	O
195	eerste	O	O
196	aanzet	O	O
197	te	O	O
198	geven	O	O
199	tot	O	O
200	de	(37	O
201	waterparagraaf	O	O
202	in	O	O
203	de	(38	O
204	ruimtelijke	O	O
205	onderbouwing	38)|37)|36)	O
206	.	O	O
207	Wij	(15)	O
208	nemen	O	O
209	binnen	O	O
210	drie	(39	O
211	weken	39)	O
212	contact	(40)	O
213	met	O	O
214	u	(41)	O
215	op	O	O
216	om	O	O
217	nadere	(42	O
218	afspraken	42)	O
219	te	O	O
220	maken	O	O
221	en	O	O
222	advies	(43	O
223	te	O	O
224	geven	O	O
225	over	O	O
226	de	(44	O
227	nog	O	O
228	openstaande	O	O
229	waterbelangen	44)|43)	O
230	.	O	O
231	Als	O	O
232	u	(45)	O
233	eerder	O	O
234	een	(46	O
235	afspraak	46)	O
236	wilt	O	O
237	maken	O	O
238	,	O	O
239	dan	O	O
240	kunt	O	O
241	u	(47)	O
242	contact	(48)	O
243	met	O	O
244	ons	(15)	O
245	opnemen	O	O
246	via	O	O
247	ons	(15)|(49	O
248	algemene	O	O
249	nummer	O	O
250	72	(50	O
251	582	O	O
252	8282	50)|49)	O
253	en	O	O
254	vragen	O	O
255	naar	O	O
256	de	(51	O
257	contactpersoon	O	O
258	voor	O	O
259	de	(52	O
260	gemeente	O	O
261	waarin	O	O
262	uw	(8	O
263	plan	8)	O
264	zich	(53)	O
265	bevindt	52)|51)	O
266	.	O	O
267	Naast	O	O
268	het	(25	O
269	bijgevoegde	O	O
270	conceptadvies	25)	O
271	kunt	O	O
272	u	(54)	O
273	op	O	O
274	onze	(15)|(55	O
275	website	55)	O
276	meer	(56	O
277	informatie	O	O
278	vinden	O	O
279	over	O	O
280	de	(57	O
281	watertoets	O	O
282	in	O	O
283	het	(58	O
284	algemeen	58)|57)|56)	O
285	:	O	O
286	https://www.hhnk.nl/portaal/schoon-en-gezond-water_3556/item/watertoets_3017.html.	(59)	O
287	LET	O	O
288	OP	O	O
289	:	O	O
290	Het	(25	O
291	(	O	O
292	concept	O	O
293	)	O	O
294	wateradvies	25)	O
295	is	O	O
296	geen	O	O
297	aanvraag	O	O
298	voor	O	O
299	een	(60	O
300	Watervergunning	60)	O
301	.	O	O
302	Onze	(15)|(62|(61	O
303	conclusie	61)	O
304	en	O	O
305	wateradvies	62)|(63)	O
306	mogen	O	O
307	alleen	O	O
308	gebruikt	O	O
309	worden	O	O
310	tijdens	O	O
311	de	(64	O
312	(	O	O
313	ruimtelijke	O	O
314	)	O	O
315	planvormingfase	64)	O
316	.	O	O
317	U	(65)	O
318	dient	O	O
319	zelf	O	O
320	na	O	O
321	te	O	O
322	gaan	O	O
323	welke	(66	O
324	vergunningen	66)	O
325	nodig	O	O
326	zijn	O	O
327	om	O	O
328	het	(8	O
329	plan	8)	O
330	te	O	O
331	realiseren	O	O
332	.	O	O
333	Bij	O	O
334	het	(12	O
335	hoogheemraadschap	12)	O
336	dient	O	O
337	u	(54)	O
338	wellicht	O	O
339	een	(60	O
340	Watervergunning	60)	O
341	aan	O	O
342	te	O	O
343	vragen	O	O
344	of	O	O
345	een	(67	O
346	melding	67)	O
347	te	O	O
348	doen	O	O
349	.	O	O
350	Meer	(68	O
351	informatie	O	O
352	over	O	O
353	de	(60	O
354	Watervergunning	60)|68)	O
355	vindt	O	O
356	u	(54)	O
357	op	O	O
358	https://www.hhnk.nl/portaal/vergunningen-en-ontheffingen_3529/.	(69)	O
359	Met	O	O
360	vriendelijke	O	O
361	groet	O	O
362	,	O	O
363	Hoogheemraadschap	O	O
364	Hollands	O	O
365	Noorderkwartier	O	O
366	Postbus	O	O
367	250	O	O
368	1700	O	O
369	AG	O	O
370	HEERHUGOWAARD	O	O
371	T	O	O
372	72	O	O
373	582	O	O
374	8282	O	O
375	F	O	O
376	72	O	O
377	582	O	O
378	7010	O	O
379	E	O	O
380	info@hhnk.nl	O	O
381	W	O	O
382	www.hhnk.nl	O	O
383	CONCEPT	O	O
384	Wateradvies	O	O
385	Via	O	O
386	de	(70	O
387	Digitale	O	O
388	Watertoets	O	O
389	(	O	O
390	www.dewatertoets.nl)	70)|(71)	O
391	heeft	O	O
392	u	(72)	O
393	Hoogheemraadschap	(73	O
394	Hollands	O	O
395	Noorderkwartier	73)	O
396	gevraagd	O	O
397	een	(74	O
398	reactie	74)	O
399	te	O	O
400	geven	O	O
401	op	O	O
402	het	(75	O
403	plan	O	O
404	Bestemmingsplan	O	O
405	Purmerweg	O	O
406	19-21	O	O
407	2018	75)	O
408	.	O	O
409	Uit	O	O
410	de	(76	O
411	ingediende	O	O
412	gegevens	76)	O
413	is	O	O
414	gebleken	O	O
415	dat	O	O
416	er	O	O
417	voor	O	O
418	één	(77)|(78	O
419	of	O	O
420	meerdere	(79	O
421	wateraspecten	79)|78)	O
422	nader	O	O
423	overleg	O	O
424	noodzakelijk	O	O
425	is	O	O
426	met	O	O
427	het	(12	O
428	hoogheemraadschap	12)	O
429	.	O	O
430	Deze	(78	O
431	aspecten	78)	O
432	benoemen	O	O
433	wij	(15)	O
434	in	O	O
435	het	(80	O
436	eerste	O	O
437	deel	O	O
438	van	O	O
439	dit	(75	O
440	concept	O	O
441	wateradvies	75)|80)|(81)	O
442	.	O	O
443	In	O	O
444	het	(82	O
445	tweede	O	O
446	deel	82)	O
447	komen	O	O
448	de	(83	O
449	onderwerpen	O	O
450	aan	O	O
451	bod	O	O
452	die	O	O
453	slechts	(84	O
454	een	O	O
455	beperkte	O	O
456	invloed	O	O
457	hebben	O	O
458	op	O	O
459	de	(85	O
460	belangen	O	O
461	van	O	O
462	het	(12	O
463	hoogheemraadschap	12)|85)	O
464	en	O	O
465	die	O	O
466	hierdoor	O	O
467	ondervangen	O	O
468	kunnen	O	O
469	worden	O	O
470	met	O	O
471	standaard	(86	O
472	maatregelen	86)|84)|83)	O
473	.	O	O
474	Dit	(87	O
475	deel	O	O
476	van	O	O
477	het	(75	O
478	advies	75)|87)	O
479	kunt	O	O
480	u	(88)	O
481	gebruiken	O	O
482	om	O	O
483	alvast	O	O
484	een	(89	O
485	eerste	O	O
486	aanzet	O	O
487	te	O	O
488	geven	O	O
489	tot	O	O
490	de	(90	O
491	waterparagraaf	O	O
492	in	O	O
493	de	(91	O
494	ruimtelijke	O	O
495	onderbouwing	O	O
496	van	O	O
497	uw	(92	O
498	plan	92)|91)|90)|89)	O
499	.	O	O
500	DEEL	(93	O
501	I	93)	O
502	Hieronder	O	O
503	vindt	O	O
504	u	(94)	O
505	de	(95	O
506	aspecten	O	O
507	waarover	O	O
508	nader	(96	O
509	contact	O	O
510	met	O	O
511	het	(12	O
512	hoogheemraadschap	12)|96)	O
513	noodzakelijk	O	O
514	is	95)	O
515	:	O	O
516	Het	(97	O
517	ingetekende	O	O
518	plangebied	97)	O
519	heeft	O	O
520	de	(98	O
521	volgende	O	O
522	zoneringen	O	O
523	(	O	O
524	kaartlagen	98)|(99)	O
525	)	O	O
526	geraakt	O	O
527	:	O	O
528	-	O	O
529	Zonering	(100	O
530	regionale	O	O
531	waterkering	100)	O
532	-	O	O
533	Zonering	(101	O
534	primaire	O	O
535	waterlopen	101)	O
536	Wij	(102)	O
537	nemen	O	O
538	binnen	O	O
539	drie	(103	O
540	weken	103)	O
541	contact	(104)	O
542	met	O	O
543	u	(105)	O
544	op	O	O
545	om	O	O
546	nadere	(106	O
547	afspraken	106)	O
548	te	O	O
549	maken	O	O
550	en	O	O
551	te	O	O
552	komen	O	O
553	tot	O	O
554	advies	(107	O
555	over	O	O
556	bovenstaande	(108	O
557	waterbelangen	108)|107)	O
558	.	O	O
559	DEEL	(109	O
560	II	109)	O
561	Dit	(110	O
562	tweede	O	O
563	deel	O	O
564	van	O	O
565	het	(75	O
566	advies	75)|110)	O
567	kunt	O	O
568	u	(111)	O
569	direct	O	O
570	gebruiken	O	O
571	om	O	O
572	een	(112	O
573	aanzet	O	O
574	te	O	O
575	maken	O	O
576	voor	O	O
577	de	(113	O
578	waterparagraaf	O	O
579	in	O	O
580	de	(114	O
581	ruimtelijke	O	O
582	onderbouwing	114)|113)|112)	O
583	.	O	O
584	De	(4	O
585	watertoets	4)	O
586	is	O	O
587	een	O	O
588	procesinstrument	O	O
589	dat	O	O
590	is	O	O
591	verankerd	O	O
592	in	O	O
593	de	(117|(116|(115	O
594	Wet	O	O
595	Ruimtelijke	O	O
596	Ordening	115)	O
597	(	O	O
598	WRO	116)|(118)	O
599	)	O	O
600	,	O	O
601	het	(120|(119	O
602	Besluit	O	O
603	Ruimtelijke	O	O
604	Ordening	119)	O
605	(	O	O
606	BRO	120)|(119)	O
607	)	O	O
608	en	O	O
609	het	(121|(122	O
610	Nationaal	O	O
611	Bestuursakkoord	O	O
612	Water	122)	O
613	(	O	O
614	NBW	(122)	O
615	)	O	O
616	201	O	O
617	1	121)|117)|(123)	O
618	.	O	O
619	De	(124	O
620	bedoeling	O	O
621	van	O	O
622	het	(125	O
623	instrument	125)|124)	O
624	is	O	O
625	om	O	O
626	wateraspecten	(126)	O
627	van	O	O
628	meet	O	O
629	af	O	O
630	aan	O	O
631	mee	O	O
632	te	O	O
633	nemen	O	O
634	bij	O	O
635	ruimtelijke	(128|(127	O
636	plannen	127)	O
637	en	O	O
638	besluiten	128)	O
639	.	O	O
640	Het	(129)	O
641	gaat	O	O
642	hierbij	O	O
643	om	O	O
644	zes	(131|(130	O
645	thema's	130)	O
646	:	O	O
647	waterkwantiteit	(132)|(130	O
648	,	O	O
649	waterkwaliteit	(133)	O
650	,	O	O
651	waterkeringen	(134)	O
652	,	O	O
653	wegen	(135)	O
654	,	O	O
655	afvalwaterketen	(136)	O
656	en	O	O
657	beheer	(137	O
658	&	O	O
659	onderhoud	(138	O
660	van	O	O
661	nieuw	(139	O
662	en	O	O
663	bestaand	O	O
664	oppervlaktewater	139)|138)|137)|130)|131)	O
665	.	O	O
666	Beleid	(140	O
667	Hoogheemraadschap	O	O
668	Hollands	O	O
669	Noorderkwartier	O	O
670	Hoogheemraadschap	O	O
671	Hollands	O	O
672	Noorderkwartier	140)	O
673	heeft	O	O
674	samen	O	O
675	met	O	O
676	haar	(141)|(142	O
677	partners	142)	O
678	haar	(142)|(143	O
679	waterbeleid	143)	O
680	op	O	O
681	lange	(144	O
682	termijn	O	O
683	(	O	O
684	Deltavisie	144)|(145)	O
685	)	O	O
686	en	O	O
687	op	O	O
688	middellange	(146	O
689	termijn	O	O
690	(	O	O
691	Waterprogramma	(147	O
692	2016-2021	147)|146)|(148)	O
693	)	O	O
694	opgesteld	O	O
695	.	O	O
696	In	O	O
697	het	(149	O
698	Waterprogramma	O	O
699	2016-2021	(150)	O
700	(	O	O
701	voorheen	(151	O
702	waterbeheersplan	151)|149)	O
703	)	O	O
704	zijn	O	O
705	de	(152	O
706	programma's	O	O
707	en	O	O
708	beheerstaken	O	O
709	van	O	O
710	het	(12	O
711	hoogheemraadschap	12)|152)	O
712	opgenomen	O	O
713	met	O	O
714	de	(153	O
715	programmering	O	O
716	en	O	O
717	uitvoering	O	O
718	van	O	O
719	het	(154	O
720	waterbeheer	154)|153)	O
721	.	O	O
722	Het	(155	O
723	programma	155)	O
724	is	O	O
725	nodig	O	O
726	om	O	O
727	het	(156	O
728	beheersgebied	O	O
729	klimaatbestendig	O	O
730	te	O	O
731	maken	O	O
732	,	O	O
733	toegespitst	O	O
734	op	O	O
735	de	(157	O
736	thema	O	O
737	s	(158)|(159	O
738	waterveiligheid	(160)|(161	O
739	,	O	O
740	wateroverlast	(162)	O
741	,	O	O
742	watertekort	(163)	O
743	,	O	O
744	schoon	(164	O
745	en	O	O
746	gezond	O	O
747	water	164)	O
748	en	O	O
749	crisisbeheersing	161)|159)|157)|156)|(165)	O
750	.	O	O
751	Door	O	O
752	het	(166	O
753	veranderende	O	O
754	klimaat	166)	O
755	wordt	O	O
756	het	(154	O
757	waterbeheer	154)	O
758	steeds	O	O
759	complexer	O	O
760	.	O	O
761	Alleen	O	O
762	door	O	O
763	slim	O	O
764	samen	O	O
765	te	O	O
766	werken	O	O
767	is	O	O
768	integraal	O	O
769	en	O	O
770	doelmatig	O	O
771	waterbeheer	O	O
772	mogelijk	O	O
773	.	O	O
774	Bij	O	O
775	de	(167	O
776	ontwikkeling	O	O
777	van	O	O
778	het	(155	O
779	Waterprogramma	155)|167)	O
780	is	O	O
781	hieraan	O	O
782	invulling	(168)	O
783	gegeven	O	O
784	door	O	O
785	middel	O	O
786	van	O	O
787	een	(170|(169	O
788	partnerproces	169)	O
789	en	O	O
790	de	(171	O
791	ontwikkeling	O	O
792	van	O	O
793	gezamenlijke	(172	O
794	bouwstenen	172)|171)|170)	O
795	.	O	O
796	Daarnaast	O	O
797	beschikt	O	O
798	het	(12	O
799	Hoogheemraadschap	12)	O
800	over	O	O
801	een	(173	O
802	verordening	O	O
803	:	O	O
804	de	(174	O
805	Keur	O	O
806	2016	174)|173)	O
807	.	O	O
808	Hierin	O	O
809	staan	O	O
810	de	(175	O
811	geboden	O	O
812	en	O	O
813	verboden	O	O
814	die	O	O
815	betrekking	O	O
816	hebben	O	O
817	op	O	O
818	watergangen	(176)|(177	O
819	en	O	O
820	waterkeringen	177)|175)|(178)	O
821	.	O	O
822	Voor	O	O
823	het	(179	O
824	uitvoeren	O	O
825	van	O	O
826	werkzaamheden	179)|(180)	O
827	kan	O	O
828	een	(181	O
829	vergunning	181)	O
830	nodig	O	O
831	zijn	O	O
832	.	O	O
833	De	(182	O
834	werkzaamheden	O	O
835	in	O	O
836	of	O	O
837	nabij	O	O
838	de	(183|(176	O
839	watergangen	176)	O
840	en	O	O
841	waterkeringen	183)|182)	O
842	worden	O	O
843	getoetst	O	O
844	aan	O	O
845	de	(185|(184	O
846	beleidsregels	O	O
847	die	O	O
848	u	(186)	O
849	op	O	O
850	onze	(187)|(188	O
851	website	188)	O
852	kunt	O	O
853	vinden	184)	O
854	(	O	O
855	https://www.hhnk.nl/portaal/keur_41208/).	185)|(189)	O
856	Verharding	(190)|(191	O
857	en	O	O
858	compenserende	(192	O
859	maatregelen	192)|191)	O
860	Uit	O	O
861	uw	(193	O
862	gegevens	193)	O
863	blijkt	O	O
864	dat	O	O
865	er	O	O
866	geen	O	O
867	/	O	O
868	slechts	O	O
869	in	O	O
870	zeer	(194	O
871	beperkte	O	O
872	mate	194)	O
873	sprake	(195)	O
874	is	O	O
875	van	O	O
876	een	(196	O
877	toename	O	O
878	van	O	O
879	de	(190	O
880	verharding	190)|196)	O
881	.	O	O
882	Omdat	O	O
883	dit	(197)	O
884	een	(198	O
885	dermate	O	O
886	klein	O	O
887	gevolg	198)	O
888	heeft	O	O
889	voor	O	O
890	de	(199	O
891	waterhuishoudkundige	O	O
892	situatie	199)	O
893	hoeven	O	O
894	er	O	O
895	geen	(200	O
896	compenserende	O	O
897	maatregelen	200)	O
898	uitgevoerd	O	O
899	te	O	O
900	worden	O	O
901	.	O	O
902	Waterkwaliteit	(201)|(202	O
903	en	O	O
904	riolering	202)|(203)	O
905	In	O	O
906	het	(75	O
907	plan	75)	O
908	wordt	O	O
909	een	(204	O
910	gescheiden	O	O
911	riolering	O	O
912	aangelegd	O	O
913	,	O	O
914	waarbij	O	O
915	het	(205	O
916	hemelwater	205)	O
917	wordt	O	O
918	afgekoppeld	O	O
919	van	O	O
920	de	(206	O
921	riolering	206)|204)	O
922	.	O	O
923	Dit	(207)	O
924	komt	O	O
925	overeen	O	O
926	met	O	O
927	de	(209|(208	O
928	basisdoelstelling	O	O
929	van	O	O
930	het	(12	O
931	hoogheemraadschap	12)	O
932	om	O	O
933	het	(205	O
934	hemelwater	205)	O
935	van	O	O
936	nieuwe	(210	O
937	oppervlakken	210)	O
938	zoveel	O	O
939	mogelijk	O	O
940	te	O	O
941	scheiden	O	O
942	van	O	O
943	het	(205	O
944	afvalwater	205)|208)	O
945	.	O	O
946	Voorwaarde	(211)	O
947	is	O	O
948	wel	O	O
949	dat	O	O
950	het	(205	O
951	hemelwater	205)	O
952	als	O	O
953	schoon	O	O
954	kan	O	O
955	worden	O	O
956	beschouwd	209)	O
957	.	O	O
958	Bij	O	O
959	voorkeur	(212)	O
960	wordt	O	O
961	afstromend	(213	O
962	hemelwater	O	O
963	van	O	O
964	verharde	(214	O
965	oppervlakken	214)|213)	O
966	eerst	O	O
967	voorgezuiverd	O	O
968	door	O	O
969	een	(217|(216|(215	O
970	berm	215)	O
971	,	O	O
972	wadi	216)	O
973	of	O	O
974	bodempassage	217)	O
975	.	O	O
976	U	(218)	O
977	heeft	O	O
978	aangegeven	O	O
979	dat	O	O
980	er	O	O
981	binnen	O	O
982	het	(75	O
983	plan	75)	O
984	geen	(219	O
985	sprake	O	O
986	is	O	O
987	van	O	O
988	activiteiten	(220	O
989	die	O	O
990	als	O	O
991	gevolg	(221)	O
992	kunnen	O	O
993	hebben	O	O
994	dat	O	O
995	vervuild	(205	O
996	hemelwater	205)	O
997	naar	O	O
998	het	(222	O
999	oppervlaktewater	222)	O
1000	afstroomt	220)|219)	O
1001	.	O	O
1002	Het	(205	O
1003	hemelwater	205)	O
1004	kan	O	O
1005	dus	O	O
1006	als	O	O
1007	schoon	O	O
1008	worden	O	O
1009	beschouwd	O	O
1010	.	O	O
1011	Het	(223)	O
1012	is	O	O
1013	daarom	O	O
1014	niet	O	O
1015	doelmatig	O	O
1016	om	O	O
1017	het	(205)	O
1018	af	O	O
1019	te	O	O
1020	voeren	O	O
1021	naar	O	O
1022	de	(225|(224	O
1023	rioolwaterzuiveringsinrichting	224)	O
1024	(	O	O
1025	rwzi	225)|(226)	O
1026	)	O	O
1027	.	O	O
1028	Dit	(227)	O
1029	betekent	O	O
1030	dat	O	O
1031	we	(228)	O
1032	voor	O	O
1033	de	(229	O
1034	nieuwe	O	O
1035	ontwikkeling	229)	O
1036	adviseren	O	O
1037	om	O	O
1038	een	(230	O
1039	gescheiden	O	O
1040	stelsel	230)	O
1041	aan	O	O
1042	te	O	O
1043	leggen	O	O
1044	.	O	O
1045	Wij	(228)	O
1046	adviseren	O	O
1047	om	O	O
1048	met	O	O
1049	het	O	O
1050	oog	O	O
1051	op	O	O
1052	de	(231	O
1053	waterkwaliteit	231)	O
1054	het	(232	O
1055	gebruik	O	O
1056	van	O	O
1057	uitloogbare	(233	O
1058	materialen	O	O
1059	zoals	O	O
1060	koper	(234)|(235	O
1061	,	O	O
1062	lood	(236)	O
1063	en	O	O
1064	zink	235)|233)|232)|(237)	O
1065	zoveel	O	O
1066	mogelijk	O	O
1067	te	O	O
1068	voorkomen	O	O
1069	.	O	O
1070	Tot	O	O
1071	Slot	(238	O
1072	De	(239	O
1073	initiatiefnemer	O	O
1074	van	O	O
1075	het	(75	O
1076	plan	75)|239)|238)	O
1077	is	O	O
1078	zelf	O	O
1079	verantwoordelijk	O	O
1080	voor	O	O
1081	de	(240	O
1082	regeling	O	O
1083	,	O	O
1084	financiering	O	O
1085	en	O	O
1086	de	(241	O
1087	realisatie	O	O
1088	van	O	O
1089	alle	(242	O
1090	maatregelen	O	O
1091	die	O	O
1092	voortvloeien	O	O
1093	uit	O	O
1094	het	(75	O
1095	plan	75)|242)|241)|240)	O
1096	.	O	O
1097	Mocht	O	O
1098	de	(243	O
1099	inhoud	O	O
1100	van	O	O
1101	het	(75	O
1102	plan	75)|243)	O
1103	wijzigen	O	O
1104	,	O	O
1105	dan	O	O
1106	verzoeken	O	O
1107	wij	(228)	O
1108	u	(244)	O
1109	vriendelijk	O	O
1110	ons	(228)	O
1111	een	(245	O
1112	geactualiseerde	O	O
1113	versie	245)	O
1114	toe	O	O
1115	te	O	O
1116	sturen	O	O
1117	.	O	O
1118	Ook	O	O
1119	ontvangen	O	O
1120	wij	(228)	O
1121	graag	O	O
1122	een	(246	O
1123	exemplaar	O	O
1124	van	O	O
1125	het	(75	O
1126	definitieve	O	O
1127	en	O	O
1128	goedgekeurde	O	O
1129	plan	75)|246)	O
1130	.	O	O
1131	Wij	(228)	O
1132	vertrouwen	O	O
1133	erop	O	O
1134	u	(111)	O
1135	hiermee	O	O
1136	voldoende	O	O
1137	te	O	O
1138	hebben	O	O
1139	geïnformeerd	O	O
1140	.	O	O
1141	Mochten	O	O
1142	er	O	O
1143	desondanks	O	O
1144	vragen	(247)	O
1145	zijn	O	O
1146	,	O	O
1147	dan	O	O
1148	kunt	O	O
1149	u	(111)	O
1150	contact	(248)	O
1151	opnemen	O	O
1152	via	O	O
1153	72	(249	O
1154	-	O	O
1155	582	O	O
1156	8282	249)	O
1157	en	O	O
1158	vragen	O	O
1159	naar	O	O
1160	de	(250	O
1161	contactpersoon	O	O
1162	voor	O	O
1163	uw	(251	O
1164	gemeente	251)|250)	O
1165	.	O	O
1166	De	(252	O
1167	WaterToets	O	O
1168	2017	252)	O
