	token	coref	ner
108	namens	O	O
109	de	(21	O
110	minister	O	O
111	voor	O	O
112	Rechtsbescherming	21)|(22)	O
113	ontvangt	O	O
114	u	(23)	O
115	hierbij	O	O
116	mijn	(17)|(24	O
117	reactie	O	O
118	op	O	O
119	dit	(13	O
120	rapport	13)|24)	O
121	.	O	O
122	In	O	O
123	dit	(13	O
124	rapport	13)	O
125	agendeert	O	O
126	u	(25)	O
127	het	(26	O
128	onderwerp	O	O
129	‘versnellen	O	O
130	van	O	O
131	juridische	(27	O
132	procedures	27)	O
133	’	O	O
134	bij	O	O
135	de	(28	O
136	ontwikkeling	O	O
137	en	O	O
138	bouw	O	O
139	van	O	O
140	nieuwe	(29	O
141	woningen	29)|28)	O
142	en	O	O
143	met	O	O
144	name	O	O
145	daar	O	O
146	waar	O	O
147	vertraging	(30)	O
148	optreedt	O	O
149	door	O	O
150	(	O	O
151	onnodige	(32|(31	O
152	)	O	O
153	bezwaar-	31)	O
154	en	O	O
155	beroepsprocedures	32)|26)	O
156	.	O	O
157	U	(25)	O
158	doet	O	O
159	een	(33	O
160	aantal	O	O
161	concrete	(34	O
162	voorstellen	O	O
163	voor	O	O
164	de	(36|(35	O
165	aanpassing	O	O
166	van	O	O
167	wet-	(37	O
168	en	O	O
169	regelgeving	(38	O
170	rondom	O	O
171	de	(39	O
172	ontwikkeling	O	O
173	en	O	O
174	bouw	O	O
175	van	O	O
176	nieuwe	(29	O
177	woningen	29)|39)|38)|37)|35)	O
178	en	O	O
179	het	(40	O
180	verbeteren	O	O
181	van	O	O
182	de	(41	O
183	positie	O	O
184	van	O	O
185	woningzoekenden	41)|40)|36)|34)|33)|(42)	O
186	.	O	O
187	Om	O	O
188	te	O	O
189	beginnen	O	O
190	ben	O	O
191	ik	(17)	O
192	samen	O	O
193	met	O	O
194	u	(25)	O
195	zeer	O	O
196	doordrongen	O	O
197	van	O	O
198	de	(43	O
199	urgentie	O	O
200	om	O	O
201	het	(44	O
202	woningtekort	44)	O
203	aan	O	O
204	te	O	O
205	pakken	43)	O
206	.	O	O
207	Ik	(17)	O
208	zet	O	O
209	in	O	O
210	op	O	O
211	de	(45	O
212	realisatie	O	O
213	van	O	O
214	900.000	(46	O
215	woningen	46)	O
216	tot	O	O
217	en	O	O
218	met	O	O
219	2030	45)|(47)	O
220	.	O	O
221	Om	O	O
222	deze	(48	O
223	opgave	48)	O
224	te	O	O
225	realiseren	O	O
226	is	O	O
227	het	(49)	O
228	cruciaal	O	O
229	dat	O	O
230	ook	O	O
231	wordt	O	O
232	gewerkt	O	O
233	aan	O	O
234	het	(50	O
235	sneller	O	O
236	,	O	O
237	slimmer	O	O
238	en	O	O
239	efficiënter	O	O
240	inrichten	O	O
241	van	O	O
242	de	(51	O
243	processen	O	O
244	en	O	O
245	procedures	O	O
246	bij	O	O
247	woningbouwontwikkeling	51)|50)|(52)	O
248	.	O	O
249	Het	(53	O
250	versnellen	O	O
251	van	O	O
252	processen	(54)|(55	O
253	en	O	O
254	procedures	55)|53)|(56)	O
255	kan	O	O
256	het	(57	O
257	Rijk	57)	O
258	niet	O	O
259	alleen	O	O
260	.	O	O
261	Overheden	(58)|(59	O
262	,	O	O
263	woningcorporaties	(60)	O
264	en	O	O
265	marktpartijen	59)|(61)	O
266	hebben	O	O
267	gezamenlijk	O	O
268	de	(62	O
269	sleutel	62)	O
270	in	O	O
271	handen	O	O
272	om	O	O
273	de	(63	O
274	woningbouw	63)	O
275	ook	O	O
276	echt	O	O
277	te	O	O
278	versnellen	O	O
279	.	O	O
280	Samen	O	O
281	met	O	O
282	alle	(64	O
283	partners	O	O
284	in	O	O
285	de	(63	O
286	woningbouw	63)|64)	O
287	doen	O	O
288	we	(65)	O
289	alles	(66	O
290	wat	O	O
291	in	O	O
292	ons	(65)|(67	O
293	vermogen	67)	O
294	ligt	O	O
295	om	O	O
296	de	(63	O
297	woningbouw	63)	O
298	te	O	O
299	versnellen	66)	O
300	.	O	O
301	Op	O	O
302	dit	(68	O
303	moment	68)	O
304	duurt	O	O
305	de	(69	O
306	ontwikkeling	O	O
307	van	O	O
308	een	(70	O
309	woningbouwproject	70)|69)	O
310	gemiddeld	(71	O
311	tien	O	O
312	jaar	71)	O
313	.	O	O
314	Dat	(72)	O
315	is	O	O
316	erg	O	O
317	lang	O	O
318	en	O	O
319	hierin	O	O
320	lijkt	O	O
321	(	O	O
322	onbewust	O	O
323	)	O	O
324	onvoldoende	(73	O
325	prioriteit	73)	O
326	te	O	O
327	worden	O	O
328	gegeven	O	O
329	aan	O	O
330	snelheid	(74	O
331	om	O	O
332	de	(75	O
333	grote	O	O
334	maatschappelijke	O	O
335	opgave	75)	O
336	te	O	O
337	realiseren	74)	O
338	.	O	O
339	In	O	O
340	het	(76	O
341	krachtenspel	O	O
342	rondom	O	O
343	toekomstige	(77	O
344	woningbouwlocaties	77)|76)	O
345	is	O	O
346	veel	(78	O
347	oog	O	O
348	voor	O	O
349	gevestigde	(79	O
350	belangen	79)|78)	O
351	en	O	O
352	hebben	O	O
353	toekomstige	(80	O
354	bewoners	80)	O
355	weinig	(81	O
356	invloed	81)	O
357	.	O	O
358	Daarom	O	O
359	heb	O	O
360	ik	(17)	O
361	het	(82	O
362	‘	O	O
363	Plan	O	O
364	van	O	O
365	aanpak	O	O
366	versnellen	O	O
367	processen	O	O
368	en	O	O
369	procedures	O	O
370	woningbouw	82)	O
371	’	O	O
372	opgesteld	O	O
373	om	O	O
374	te	O	O
375	zorgen	O	O
376	voor	O	O
377	meer	(84|(83	O
378	snelheid	O	O
379	in	O	O
380	projecten	83)|(85)	O
381	en	O	O
382	het	(86	O
383	beter	O	O
384	borgen	O	O
385	van	O	O
386	het	(87	O
387	belang	O	O
388	van	O	O
389	woningzoekenden	87)|86)|84)|(88)	O
390	.	O	O
391	Pagina	(89	O
392	2	(90)	O
393	van	O	O
394	3	O	O
395	Volkshuisvesting	O	O
396	en	O	O
397	Bouwen	O	O
398	Woningbouw	O	O
399	Kenmerk	O	O
400	2022-0000717050	89)|(91)	O
401	Ter	O	O
402	voorbereiding	(92	O
403	op	O	O
404	het	(82	O
405	plan	O	O
406	van	O	O
407	aanpak	82)|92)|(93)	O
408	zijn	O	O
409	diverse	(94	O
410	onderzoeken	O	O
411	uitgevoerd	O	O
412	naar	O	O
413	vertragingsfactoren	(95	O
414	en	O	O
415	versnellingsmogelijkheden	(96	O
416	bij	O	O
417	woningbouwontwikkeling	96)|95)|94)|(97)	O
418	.	O	O
419	De	(98	O
420	Rijksuniversiteit	O	O
421	Groningen	O	O
422	(	O	O
423	RUG	98)|(99)	O
424	)	O	O
425	is	O	O
426	door	O	O
427	het	(100	O
428	ministerie	O	O
429	van	O	O
430	BZK	100)|(101)	O
431	samen	O	O
432	met	O	O
433	het	(102	O
434	ministerie	O	O
435	van	O	O
436	EZK	102)|(103)	O
437	gevraagd	O	O
438	onderzoek	(104	O
439	te	O	O
440	doen	O	O
441	naar	O	O
442	versnellingsmogelijkheden	(105	O
443	in	O	O
444	de	(106	O
445	fase	O	O
446	van	O	O
447	bezwaar	(107)|(108	O
448	en	O	O
449	beroep	108)|106)|105)|104)|(109)	O
450	.	O	O
451	De	(110	O
452	voorstellen	O	O
453	uit	O	O
454	uw	(111	O
455	rapport	111)|110)	O
456	hebben	O	O
457	wij	(112)	O
458	ook	O	O
459	voorgelegd	O	O
460	aan	O	O
461	de	(99	O
462	RUG	99)	O
463	en	O	O
464	zijn	O	O
465	meegenomen	O	O
466	in	O	O
467	hun	(99)|(113	O
468	onderzoek	113)	O
469	.	O	O
470	De	(114	O
471	rapporten	O	O
472	van	O	O
473	de	(99	O
474	RUG	99)|114)	O
475	zijn	O	O
476	bijgevoegd	O	O
477	.	O	O
478	In	O	O
479	het	(82	O
480	plan	O	O
481	van	O	O
482	aanpak	82)|(115)	O
483	versnellen	O	O
484	processen	(116)|(117	O
485	en	O	O
486	procedures	117)|(118)	O
487	woningbouw	O	O
488	zijn	O	O
489	acties	(119	O
490	uitgewerkt	O	O
491	om	O	O
492	versnelling	(120)	O
493	mogelijk	O	O
494	te	O	O
495	maken	119)	O
496	.	O	O
497	Hierbij	O	O
498	richt	O	O
499	ik	(17)	O
500	me	(17)	O
501	op	O	O
502	vier	(121	O
503	thema’s	O	O
504	,	O	O
505	die	O	O
506	ik	(17)	O
507	samen	O	O
508	met	O	O
509	stakeholders	(122)|(123	O
510	,	O	O
511	waaronder	(124	O
512	u	124)|123)	O
513	,	O	O
514	wil	O	O
515	gaan	O	O
516	oppakken	121)	O
517	:	O	O
518	1.	(125	O
519	efficiëntere	(127|(126	O
520	werkwijze	126)	O
521	en	O	O
522	versterking	127)|(128)	O
523	capaciteit	(129	O
524	2	129)|125)|(130)	O
525	.	O	O
526	meer	(132|(131	O
527	regie	131)|(133)	O
528	,	O	O
529	samenwerking	(134)	O
530	en	O	O
531	YIMBY	132)|(135)	O
532	3.	O	O
533	stimuleren	O	O
534	innovatie	(136)|(137	O
535	en	O	O
536	industrieel	(138	O
537	bouwen	138)|137)	O
538	4.	(139)	O
539	aanpassing	(141|(140	O
540	wet-	140)	O
541	en	O	O
542	regelgeving	141)|(142)	O
543	.	O	O
544	Zoals	O	O
545	in	O	O
546	het	(82	O
547	plan	O	O
548	van	O	O
549	aanpak	82)|(143)	O
550	beschreven	O	O
551	,	O	O
552	zet	O	O
553	ik	(17)	O
554	ook	O	O
555	in	O	O
556	op	O	O
557	het	O	O
558	versnellen	O	O
559	van	O	O
560	processen	(144)|(145	O
561	en	O	O
562	procedures	145)|(146)	O
563	door	O	O
564	het	(147	O
565	aanpassen	O	O
566	van	O	O
567	wet-	(148	O
568	en	O	O
569	regelgeving	148)|147)|(149)	O
570	.	O	O
571	Een	(150	O
572	aantal	O	O
573	van	O	O
574	de	(151	O
575	door	O	O
576	u	(25)	O
577	genoemde	O	O
578	versnellingsvoorstellen	151)|150)	O
579	worden	O	O
580	meegenomen	O	O
581	in	O	O
582	het	(152	O
583	•	O	O
584	wetsvoorstel	O	O
585	versterken	O	O
586	regie	O	O
587	volkshuisvesting	152)	O
588	.	O	O
589	Het	(153)	O
590	betreft	O	O
591	:	O	O
592	Beroep	(155|(154	O
593	in	O	O
594	één	(156	O
595	instantie	O	O
596	voor	O	O
597	aangewezen	(157	O
598	categorieën	O	O
599	projecten	157)|156)|154)|(158)	O
600	•	O	O
601	Beslistermijn	(159	O
602	van	O	O
603	zes	(160	O
604	maanden	160)	O
605	voor	O	O
606	het	(161	O
607	beslissen	O	O
608	op	O	O
609	beroep	O	O
610	voor	O	O
611	aangewezen	(162	O
612	categorieën	O	O
613	projecten	162)|161)|159)|155)|(163)	O
614	•	O	O
615	Een	(164	O
616	omschrijving	O	O
617	van	O	O
618	het	(165	O
619	begrip	O	O
620	participatie	O	O
621	in	O	O
622	de	(166	O
623	Omgevingswet	166)|165)|164)	O
624	Op	O	O
625	middellange	(167	O
626	termijn	167)	O
627	zal	O	O
628	ik	(17)	O
629	complexere	O	O
630	aanpassingen	O	O
631	doorvoeren	O	O
632	in	O	O
633	wet-	(168	O
634	en	O	O
635	regelgeving	168)|(169)	O
636	via	O	O
637	een	(170	O
638	nieuw	O	O
639	wetstraject	170)	O
640	.	O	O
641	Dit	(171)	O
642	betreffen	O	O
643	aanpassingen	(172	O
644	die	O	O
645	betrekking	O	O
646	hebben	O	O
647	op	O	O
648	meer	(173	O
649	beleidsvelden	173)	O
650	en	O	O
651	die	O	O
652	nog	O	O
653	nader	O	O
654	moeten	O	O
655	worden	O	O
656	onderzocht	O	O
657	en	O	O
658	uitgewerkt	172)	O
659	.	O	O
660	De	(174	O
661	overige	O	O
662	voorstellen	O	O
663	die	O	O
664	door	O	O
665	u	(175)	O
666	zijn	O	O
667	gedaan	O	O
668	in	O	O
669	uw	(176	O
670	rapport	176)|174)	O
671	zal	O	O
672	ik	(17)	O
673	hierbij	O	O
674	betrekken	O	O
675	.	O	O
676	Graag	O	O
677	betrek	O	O
678	ik	(17)	O
679	u	(177)	O
680	in	O	O
681	het	(178	O
682	nader	O	O
683	onderzoek	O	O
684	naar	O	O
685	de	(179	O
686	haalbaarheid	O	O
687	en	O	O
688	wenselijkheid	O	O
689	van	O	O
690	de	(180	O
691	voorstellen	O	O
692	die	O	O
693	we	(181)	O
694	in	O	O
695	dit	(182	O
696	kader	182)	O
697	zullen	O	O
698	bekijken	180)|179)|178)	O
699	.	O	O
700	Tot	O	O
701	slot	(183)	O
702	Ik	(17)	O
703	wil	O	O
704	u	(184)	O
705	bedanken	O	O
706	voor	O	O
707	uw	(186|(185	O
708	analyses	185)	O
709	en	O	O
710	de	O	O
711	voorstellen	O	O
712	die	O	O
713	u	(187)	O
714	ons	(188)	O
715	meegeeft	O	O
716	in	O	O
717	het	(189	O
718	rapport	O	O
719	‘terugdringen	O	O
720	onnodige	(190	O
721	vertraging	190)	O
722	woningbouw	O	O
723	door	O	O
724	bezwaar-	(191	O
725	en	O	O
726	beroepsprocedures	191)|189)|186)|(192)	O
727	’	O	O
728	.	O	O
729	Graag	O	O
730	nodig	O	O
731	ik	(17)	O
732	u	(193)	O
733	ook	O	O
734	uit	O	O
735	om	O	O
736	in	O	O
737	de	(194	O
738	uitvoering	O	O
739	van	O	O
740	het	(82	O
741	plan	O	O
742	van	O	O
743	aanpak	82)|194)|(195)	O
744	met	O	O
745	ons	(196)	O
746	mee	O	O
747	te	O	O
748	blijven	O	O
749	denken	O	O
750	over	O	O
751	de	(197	O
752	verdere	O	O
753	uitwerking	O	O
754	van	O	O
755	de	(198	O
756	hierin	O	O
757	genoemde	O	O
758	versnellingsopties	198)|197)	O
759	.	O	O
760	De	(199	O
761	inzet	O	O
762	van	O	O
763	alle	(200	O
764	partijen	O	O
765	in	O	O
766	de	(201	O
767	sector	201)|200)|199)	O
768	is	O	O
769	hard	O	O
770	nodig	O	O
771	om	O	O
772	de	(202	O
773	grote	O	O
774	woningbouwopgave	202)	O
775	met	O	O
776	elkaar	(203)	O
777	te	O	O
778	realiseren	O	O
779	.	O	O
780	De	(204	O
781	minister	O	O
782	voor	O	O
783	Volkshuisvesting	(205)|(206	O
784	en	O	O
785	Ruimtelijke	(207	O
786	Ordening	207)|206)|204)	O
787	,	O	O
788	Hugo	O	B-PER
789	de	O	I-PER
790	Jonge	O	E-PER
791	Pagina	O	O
792	3	(208)	O
793	van	O	O
794	3	(209	O
795	Volkshuisvesting	209)	O
796	en	O	O
797	Bouwen	O	O
798	Woningbouw	O	O
799	Kenmerk	O	O
800	2022-0000717050	(210)	O
801	Bijlagen	O	O
802	Volgnummer	O	O
803	Naam	O	O
804	Informatie	(211)	O
805	1	O	O
806	Plan	O	O
807	van	O	O
808	aanpak	(212)	O
809	versnellen	O	O
810	processen	O	O
811	en	O	O
812	procedures	O	O
813	woningbouw	(213)	O
814	2	O	O
815	Rapporten	O	O
816	RUG	O	O
817	-	O	O
818	Versnelling	(214	O
819	van	O	O
820	rechtsbescherming	(215	O
821	in	O	O
822	het	(216	O
823	omgevingsrecht	216)|215)|214)	O
824	:	O	O
825	de	(217	O
826	procedures	O	O
827	in	O	O
828	bezwaar	(218)|(219	O
829	en	O	O
830	beroep	219)|217)|(220)	O
