	token	gold	model
409	dat	['']	[]
410	als	['']	[]
411	de	['']	[]
412	geluidbelasting	['']	[]
413	op	['']	[]
414	maatgevende	['']	[]
415	woning	['']	[]
416	aan	['']	[]
417	de	['']	[]
418	grenswaarden	['']	[]
419	voldoet	['']	[]
420	dat	['']	[]
421	ook	['']	[]
422	op	['']	[]
423	de	['']	[]
424	gevels	['']	[]
425	van	['']	[]
426	het	['']	[]
427	te	['']	[]
428	verbouwen	['']	[]
429	pand	['']	[]
430	aan	['']	[]
431	de	['']	[]
432	eisen	['']	[]
433	wordt	['']	[]
434	voldaan	['']	[]
435	.	['']	[]
436	Conclusie	['']	[]
437	De	['']	[]
438	maatgevende	['']	[]
439	woning	['']	[]
440	op	['']	[]
441	de	['']	[]
442	hoek	['']	[]
443	van	['']	[]
444	de	['']	[]
445	Groenloseweg	['']	[]
446	en	['']	[]
447	de	['']	[]
448	Haitsma	['']	[]
449	Mulierweg	['']	[]
450	ligt	['']	[]
451	dichter	['']	[]
452	bij	['']	[]
453	de	['']	[]
454	inrichting	['']	[]
455	dan	['']	[]
456	het	['']	[]
457	te	['']	[]
458	verbouwen	['']	[]
459	pand	['']	[]
460	aan	['']	[]
461	de	['']	[]
462	Groenloseweg	['']	[]
463	63	['']	[]
464	en	['']	[]
465	aanzienlijk	['']	[]
466	dichter	['']	[]
467	bij	['']	[]
468	de	['']	[]
469	feestzaal	['']	[]
470	van	['']	[]
471	de	['']	[]
472	inrichting	['']	[]
473	.	['']	[]
474	De	['']	[]
475	geluidbelasting	['']	[]
476	op	['']	[]
477	de	['']	[]
478	deze	['']	[]
479	woning	['']	[]
480	is	['']	[]
481	maatgevend	['']	[]
482	voor	['']	[]
483	de	['']	[]
484	geluidbelasting	['']	[]
485	op	['']	[]
486	de	['']	[]
487	op	['']	[]
488	het	['']	[]
489	te	['']	[]
490	verbouwen	['']	[]
491	pand	['']	[]
492	.	['']	[]
493	Indien	['']	[]
494	op	['']	[]
495	de	['']	[]
496	maatgevende	['']	[]
497	woning	['']	[]
498	aan	['']	[]
499	de	['']	[]
500	grenswaarden	['']	[]
501	uit	['']	[]
502	het	['']	[]
503	bouwbesluit	['']	[]
504	wordt	['']	[]
505	voldaan	['']	[]
506	dan	['']	[]
507	wordt	['']	[]
508	op	['']	[]
509	het	['']	[]
510	te	['']	[]
511	verbouwen	['']	[]
512	pand	['']	[]
513	eveneens	['']	[]
514	aan	['']	[]
515	de	['']	[]
516	grenswaarden	['']	[]
517	voldaan	['']	[]
518	.	['']	[]
519	De	['']	[]
520	inrichting	['']	[]
521	wordt	['']	[]
522	derhalve	['']	[]
523	niet	['']	[]
524	in	['']	[]
525	zijn	['']	[]
526	bedrijfsvoering	['']	[]
527	beperkt	['']	[]
528	.	['']	[]
529	In	['']	[]
530	het	['']	[]
531	vertrouwen	['']	[]
532	u	['B_PER_1']	[]
533	hiermee	['']	[]
534	van	['']	[]
535	dienst	['']	[]
536	te	['']	[]
537	zijn	['']	[]
538	geweest	['']	[]
539	,	['']	[]
540	Met	['']	[]
541	vriendelijke	['']	[]
542	groet	['']	[]
543	,	['']	[]
544	Ad	['B_PER_2']	['B_PER_4']
545	Postma	['I_PER_2']	['I_PER_4']
